seed,method,terminal_wealth,max_drawdown,mean_turnover,mean_local_regret,post_shock_regret,mean_cash,final_reference
3,Exponential-Utility PG,0.7721676522864082,0.35061552115808,0.20808596947884217,0.13779579571875294,0.20149983418882367,0.05125073332431226,0.7819644038561475
3,Static CPT-PG,0.7772525495462178,0.35328471286880136,0.162987602331811,0.23800267891520227,0.323127131785988,0.004101503574733616,1.0
3,Symmetric CPT-PG,0.7813454521175426,0.3504057245202401,0.1518325040596418,0.15676491000342604,0.24377655341992285,0.004132089716809194,0.7867102340047157
4,DRCPT-PG,0.609311052836236,0.5040199839257556,0.18063708242749515,0.09891130890819065,0.07616585632372072,0.03355989929546949,0.6242102007236818
4,Equal Weight,0.6166483786183111,0.4985281067091098,0.00925925925925926,0.139799927924723,0.1895410235932388,0.16666666666666666,1.0
4,Expected-Utility PG,0.5351349955263753,0.5611567350270447,0.19818835716582806,0.32283679450048497,0.41450164463560446,0.0029775875567766524,1.0
4,Exponential-Utility PG,0.5798343528231429,0.5187604699855048,0.22670984361908456,0.13974914214730577,0.1835396189259445,0.057070868082312286,0.5855438432318676
4,Static CPT-PG,0.5515305056732928,0.5485868016453826,0.19271915855610103,0.24566223985542332,0.3078125674388538,0.005207327949725665,1.0
4,Symmetric CPT-PG,0.5577765024082011,0.5450296631764736,0.17865432872446246,0.16233798864915677,0.2236410193382421,0.006380760071098739,0.5659864940137034
5,DRCPT-PG,0.8341480164321204,0.38543625827393807,0.1667492692832793,0.09186009365346853,0.07198420810354919,0.036503889550607446,0.8261753424371429
5,Equal Weight,0.726319507075338,0.49256597574048816,0.00925925925925926,0.13846656878894625,0.18795540583426362,0.16666666666666666,1.0
5,Expected-Utility PG,0.7329368989922008,0.4573950516673514,0.17068214547906585,0.3182623295566252,0.4245789481088574,0.0024853866154886674,1.0
5,Exponential-Utility PG,0.7330421843459637,0.4508720422555139,0.21102395457482762,0.13273975402147153,0.18805180423729437,0.056496455108131886,0.7189446397685337
5,Static CPT-PG,0.725184388334491,0.4637269003971012,0.16722035250261133,0.2432091899676294,0.31499581319554254,0.004801039492097508,1.0
5,Symmetric CPT-PG,0.7352687487566967,0.4574422180170453,0.15491022973501728,0.15576843660675774,0.23215698495717021,0.005806346708772863,0.7228476685705757
6,DRCPT-PG,1.1013083131157217,0.2962962210237211,0.15523291147974222,0.08520023937211806,0.0842732136264831,0.02572218503424597,1.1415405522345374
6,Equal Weight,1.066104998809294,0.33269044838045114,0.00925925925925926,0.11560760913658,0.18518796998673723,0.16666666666666666,1.0
6,Expected-Utility PG,1.0924904594685059,0.30495492303057553,0.18401753180003094,0.26218767718071184,0.3975420671279545,0.0024233697908804166,1.0
6,Exponential-Utility PG,1.080383561683925,0.296198691104263,0.20202042202146436,0.11999388759532038,0.18822489724718441,0.052471049647771016,1.1082378535332094
6,Static CPT-PG,1.0616976011579484,0.3200059825188801,0.16647638087670508,0.20023479664201593,0.29952344048101215,0.004081120107305452,1.0
6,Symmetric CPT-PG,1.0616497804014764,0.32067067427789825,0.1517110296655178,0.14281471365358017,0.22574654019993923,0.004637803743217798,1.087234710626424
7,DRCPT-PG,0.8660200788192866,0.29340067147668564,0.16943134592278236,0.09931748523703775,0.10187462810407096,0.019461446299358903,0.8889449580445143
7,Equal Weight,0.6223694021027325,0.4796671768777939,0.00925925925925926,0.13943833961447386,0.1875214366932439,0.16666666666666666,1.0
7,Expected-Utility PG,0.8254289513280222,0.32169437706455256,0.1769657675208608,0.3218334320494227,0.43616229624835345,0.0025038265591287956,1.0
7,Exponential-Utility PG,0.781555180157076,0.3428092645932074,0.2113533606643658,0.13784484079867393,0.20283623277358084,0.05478992058944364,0.7945143698853916
7,Static CPT-PG,0.8159086253625268,0.328712052417964,0.1766392076062312,0.24369677144434448,0.3218174165574881,0.004370893315149085,1.0
7,Symmetric CPT-PG,0.8261228765312244,0.32348806630020965,0.16572271718326176,0.1623497017813866,0.24379547559206038,0.004504263830462836,0.835239605109083
8,DRCPT-PG,1.2056042852283986,0.24616751111269483,0.1721516043932437,0.09208026322062907,0.09472061867700446,0.022970834327056107,1.2118121749753763
8,Equal Weight,0.8485036740152452,0.39637248058526314,0.00925925925925926,0.13674877190026027,0.1888723638864288,0.16666666666666666,1.0
8,Expected-Utility PG,1.1499960299985534,0.286459849538097,0.18472312863192886,0.23936525087428812,0.42797568358210897,0.0024247501252941954,1.0
8,Exponential-Utility PG,1.049365825056714,0.2896379137515336,0.21522427243634712,0.12763724975575755,0.1998136796065676,0.054409002048777015,1.0490670822966115
8,Static CPT-PG,1.1295578167286198,0.28951857349104815,0.17973092535611,0.17977843686539646,0.31536023771725824,0.004381471222194473,1.0
8,Symmetric CPT-PG,1.1449039622070505,0.28608811148868113,0.1685600420658199,0.15365360801433967,0.23601450355488005,0.004631619297326117,1.1415960091266748
9,DRCPT-PG,0.8086547655359768,0.43169760159842624,0.18795806421925457,0.0938792652726054,0.08616290881473905,0.0279269473877768,0.8000178004519899
9,Equal Weight,0.728470982604388,0.4889274337757868,0.00925925925925926,0.13832266932995685,0.1877617808363417,0.16666666666666666,1.0
9,Expected-Utility PG,0.7379909440178848,0.48160811884251886,0.22730905084433506,0.3165776624169528,0.40498173347244415,0.002642298657119455,1.0
9,Exponential-Utility PG,0.7791686060369141,0.4430048834064479,0.21823636508657512,0.13326694608815468,0.1963460652058891,0.05447085220995745,0.760682563257972
9,Static CPT-PG,0.7663101425680142,0.4603632324383284,0.1858454877622879,0.24288684187799142,0.3130725132493394,0.0045986056361369005,1.0
9,Symmetric CPT-PG,0.7748307376837712,0.45493799197224083,0.16976837789965407,0.15547505732028938,0.23285937407689694,0.005076633099227306,0.7615099934140325
10,DRCPT-PG,0.8226871081655248,0.3900955982667021,0.2178449470148685,0.09149341046769298,0.08313136351891506,0.029625113018254465,0.8418096877618595
10,Equal Weight,0.7440592340476848,0.5031826613438211,0.00925925925925926,0.14193561274304056,0.19040021034926577,0.16666666666666666,1.0
10,Expected-Utility PG,0.7587515530422242,0.4373790457041103,0.2683944697446182,0.31322659421709276,0.4071274633232103,0.002576881695306425,1.0
10,Exponential-Utility PG,0.7912098878713208,0.42657247096859024,0.23880029743485048,0.13040365463856488,0.19356437689611924,0.056710778478294484,0.7957901633598736
10,Static CPT-PG,0.7624070238775792,0.4384795261788918,0.2258748186596739,0.24035554531141293,0.31069834466816487,0.004941477538399918,1.0
10,Symmetric CPT-PG,0.7658200843156431,0.43428481640422967,0.2114411506036751,0.15223166110264724,0.23080964170938553,0.00527156917401572,0.7749563683232096
11,DRCPT-PG,1.0404180025551164,0.24488861171284682,0.17588599563796636,0.0900305671401901,0.08754816761324688,0.025450849360287083,1.0467073020263051
11,Equal Weight,0.9229452589188248,0.34011184896434615,0.00925925925925926,0.12987473126912705,0.18478852154589062,0.16666666666666666,1.0
11,Expected-Utility PG,0.9705220826955383,0.2928238181412987,0.2147855492783849,0.268890044862293,0.4122406816487916,0.0024988255928441853,1.0
11,Exponential-Utility PG,1.0227655433447866,0.25179759716195543,0.2063428120715301,0.12734017756408678,0.19044871760566476,0.05439420340102493,1.0241430331491919
11,Static CPT-PG,1.0080529900855486,0.267185368919178,0.18385284593089915,0.1820165083756109,0.3083082083197364,0.004126753941006671,1.0
11,Symmetric CPT-PG,1.0139705745881775,0.263954665305288,0.1722354336099619,0.15167881251309487,0.23200224885265822,0.004556000835781367,1.009766351874523
12,DRCPT-PG,0.7893957148860008,0.32921778945376867,0.16372101715595935,0.0988970373651096,0.09744047110073321,0.020572418060392644,0.8098474387012999
12,Equal Weight,0.8643014465308716,0.381142278798855,0.00925925925925926,0.13667480202601143,0.18758749830627774,0.16666666666666666,1.0
12,Expected-Utility PG,0.7455010187331307,0.3593104227412201,0.25021786515392147,0.3257206643920113,0.42615756850348196,0.002494241489434756,1.0
12,Exponential-Utility PG,0.7905070949446227,0.3435946164421621,0.19815648703469918,0.13604599602382694,0.1996473613727973,0.05657946664592599,0.7960010118415608
12,Static CPT-PG,0.7578420268558497,0.3585947392250023,0.18093369701987785,0.2485752509534303,0.3208219028818606,0.004503833326366913,1.0
12,Symmetric CPT-PG,0.7558318845667219,0.35846712134436715,0.16492810902044744,0.16275660783460144,0.23869860135692442,0.0043814982573409005,0.7595568891513959
13,DRCPT-PG,1.1978368200274614,0.13339870082828847,0.16866926079106778,0.09231434035758969,0.10290026706048862,0.017127572684394608,1.2374803376565104
13,Equal Weight,0.9014480882402703,0.2723404983872902,0.00925925925925926,0.13225791804243545,0.18319478441385276,0.16666666666666666,1.0
13,Expected-Utility PG,1.1663211967575482,0.1487677415296756,0.1878579180893757,0.23743403036234215,0.42055387997704297,0.002498528001859341,1.0
13,Exponential-Utility PG,1.0921192765286738,0.1654154996412129,0.22126104690446588,0.12639782660005333,0.1880012457345057,0.05661013929117583,1.116123720543199
13,Static CPT-PG,1.1590375312604808,0.15068256303813446,0.18144080622924455,0.17902089926448275,0.31055101349608527,0.004497091415742454,1.0
13,Symmetric CPT-PG,1.1709413665273285,0.14814683482739816,0.16857897549394063,0.1520310527970838,0.2342525162989549,0.004571267242026176,1.1893986306551083
14,DRCPT-PG,1.191211921034717,0.2874809358338227,0.17608829112548643,0.09184024117441436,0.08863914066984441,0.024539300572127776,1.165566358680719
14,Equal Weight,0.9854221223750786,0.4055496352914536,0.00925925925925926,0.13357949474200298,0.18582388656856647,0.16666666666666666,1.0
14,Expected-Utility PG,1.1066122910579466,0.33249418012932924,0.20237876277682723,0.2883365847128985,0.41397316749697033,0.002551652423820238,1.0
14,Exponential-Utility PG,1.0925949808364053,0.3226016458262029,0.2111487023454208,0.12778608338779399,0.18870192030313734,0.05822071970187906,1.0481509584803947
14,Static CPT-PG,1.1329004167806038,0.3184283213923311,0.1808882377164931,0.21428742716727733,0.3092207644531836,0.004565365545532751,1.0
14,Symmetric CPT-PG,1.1476344627170512,0.31154428844376986,0.1707053451328705,0.15408502189952897,0.23293318528012455,0.004928950256910753,1.1090111187638516
15,DRCPT-PG,1.3755868060314627,0.24779370544846852,0.13653677475973539,0.09298609253047133,0.10628690225845398,0.017194536522646776,1.3950657719644464
15,Equal Weight,1.2432234603881223,0.3028638827979699,0.00925925925925926,0.11898854187522245,0.18614336377652027,0.16666666666666666,1.0
15,Expected-Utility PG,1.33147809313781,0.28575870340886333,0.1811544446200571,0.2734904162989934,0.40917840786034304,0.003100688027391934,1.0
15,Exponential-Utility PG,1.2732925180196286,0.27537237977637263,0.19164598594189036,0.1280934030429805,0.20410935143594927,0.05638084461890629,1.2806798306233522
15,Static CPT-PG,1.2923300841093026,0.2975721908639578,0.15058901291743804,0.21063250520895743,0.3191601218932524,0.00432013214321658,1.0
15,Symmetric CPT-PG,1.299147321246198,0.29595492659361866,0.13674658669468043,0.15601091070856835,0.2415149803205021,0.004275303411334535,1.3077159635038418
16,DRCPT-PG,1.1075810021450883,0.18255280702346813,0.183612068090436,0.09408002083247827,0.11097249011174523,0.01375420067852071,1.1019387460416703
16,Equal Weight,0.8605847618226077,0.28941470370449485,0.00925925925925926,0.13301752351211205,0.1833064369412051,0.16666666666666666,1.0
16,Expected-Utility PG,1.1133867582853796,0.18606444943670608,0.18415271084100793,0.2504919757771025,0.43629088409505384,0.0023665595268367234,1.0
16,Exponential-Utility PG,1.0214067208679212,0.20451852950665095,0.21828313785794565,0.129255639302176,0.19605150318208575,0.05652832595518041,1.015528660859275
16,Static CPT-PG,1.083201879567308,0.19637393384857388,0.19279900963895572,0.19126227203265667,0.3170518943835113,0.004327095261666165,1.0
16,Symmetric CPT-PG,1.0914013044059476,0.1934139719253226,0.18409174968382125,0.15559479371495147,0.23968749834342126,0.004187379028380614,1.0798052961905276
17,DRCPT-PG,1.4174986159931178,0.2669742692661259,0.16097111050262564,0.09481587642856136,0.1071073550317583,0.0186074970487258,1.4215563624497587
17,Equal Weight,1.165171343403037,0.2382009248959789,0.00925925925925926,0.11026130154605084,0.19817518403152645,0.16666666666666666,1.0
17,Expected-Utility PG,1.3774029841343882,0.30458024064745426,0.179221757040345,0.2517609059309973,0.4451766909088496,0.002540630389527133,1.0
17,Exponential-Utility PG,1.2798857747818777,0.285281215961032,0.2076720585264746,0.1312938168540491,0.19634043947791044,0.05781759079568876,1.2772198142582054
17,Static CPT-PG,1.3531661201103335,0.310084262760133,0.17048432319147463,0.19075015220848696,0.3349467654898987,0.004422178545855302,1.0
17,Symmetric CPT-PG,1.3603561016397991,0.30929097434778824,0.15829708813430302,0.15777465707312854,0.24109346841418364,0.004664712274686741,1.3520060656425712
18,DRCPT-PG,1.0637697587744357,0.3168801084329575,0.1908088336345487,0.08971090228586359,0.09080460493677252,0.02468055638258037,1.0608883316645035
18,Equal Weight,1.0653044622908958,0.3731295624251025,0.00925925925925926,0.1290023987570977,0.1853418612916892,0.16666666666666666,1.0
18,Expected-Utility PG,0.9522228370415791,0.3849996167493594,0.21313559070682647,0.31232002581040336,0.4062860829489886,0.002598478472970438,1.0
18,Exponential-Utility PG,1.0240887840137438,0.3453654453560807,0.21389645514394667,0.12456192941836532,0.18775902136905098,0.05550993227653793,1.0040174492229124
18,Static CPT-PG,0.9755960157333625,0.3769572555296174,0.18954832137452812,0.23724720266742966,0.30574309059810084,0.004575936556819218,1.0
18,Symmetric CPT-PG,0.9777017017058283,0.3746486341318999,0.1784896049353575,0.14986588995261843,0.2285518079671456,0.00510712215286967,0.9657318229995892
19,DRCPT-PG,1.166419138532067,0.16015218163493164,0.134628990199329,0.09296098147799477,0.11362493644852878,0.013779470998706998,1.1895429105756228
19,Equal Weight,0.7814369740612452,0.4428015783774246,0.00925925925925926,0.13546453822728433,0.18709688935430716,0.16666666666666666,1.0
19,Expected-Utility PG,1.1964162147613016,0.13273121760889256,0.1610733202542481,0.2312804103105283,0.44658189439231716,0.0024077461750077363,1.0
19,Exponential-Utility PG,1.0823304532351639,0.20800185341654065,0.1955145488920849,0.12539079635016984,0.1991273864861966,0.05334374254932711,1.0991456603187546
19,Static CPT-PG,1.1703358054020983,0.15458060278218802,0.1496233868514803,0.1751749652667522,0.3278988502327603,0.0040720423658584136,1.0
19,Symmetric CPT-PG,1.177349220487766,0.15097231689652593,0.1348705032579007,0.15075722065397576,0.24595415933612286,0.004163566437890466,1.190118074954103
20,DRCPT-PG,0.9774563369010796,0.27307785892979386,0.1657536866422571,0.08998578981017026,0.0948325860388152,0.02218227898578399,1.0164776945713485
20,Equal Weight,0.8836103022849987,0.344329759757919,0.00925925925925926,0.13136544153654758,0.1847595400193856,0.16666666666666666,1.0
20,Expected-Utility PG,0.9218544524009605,0.321709446127275,0.21452987330061526,0.27894130801751926,0.4200436857299361,0.0024366416958398625,1.0
20,Exponential-Utility PG,0.9369494679867747,0.28256111147939406,0.20741945384391325,0.12991229561512946,0.19576323926008252,0.05258892650410626,0.94533284861913
20,Static CPT-PG,0.9439725589620789,0.296895096623827,0.17441091927914176,0.20691810079119696,0.3137193433838303,0.004075366258518361,1.0
20,Symmetric CPT-PG,0.9492850371965428,0.29351282731901784,0.16043623724713021,0.15343022445498342,0.23758924482638766,0.004233683979721144,0.9488108312841282
21,DRCPT-PG,1.2207114099945362,0.26014642560157697,0.16463965233680086,0.0882692905715003,0.09978819036800474,0.021258593423708037,1.2123833084066673
21,Equal Weight,0.9516747538752016,0.40519382832905726,0.00925925925925926,0.13304997997731433,0.18665625910304928,0.16666666666666666,1.0
21,Expected-Utility PG,1.1390663968310597,0.3118530563718088,0.16581398972002712,0.27415745792039187,0.4295138574145655,0.0023857946821558003,1.0
21,Exponential-Utility PG,1.100827000653232,0.30484296155471746,0.21949280487885073,0.1218375196388643,0.1994501341577004,0.054085391721946506,1.088173442723612
21,Static CPT-PG,1.1378919814697064,0.3062031427547271,0.1688776288264726,0.20780248592761372,0.3194047171295709,0.004267255942797424,1.0
21,Symmetric CPT-PG,1.150362371865487,0.3007676742979192,0.15820444728092473,0.1467721303626555,0.24214845929324746,0.004566339336013715,1.1361170981577604
22,DRCPT-PG,1.0616186930347566,0.3095628406579782,0.1586776415085111,0.09320726913346276,0.09239135488781618,0.025149460515551145,1.0590805687549285
22,Equal Weight,0.798620938368659,0.4132775699490624,0.00925925925925926,0.13401677169221776,0.18585964399141117,0.16666666666666666,1.0
22,Expected-Utility PG,0.9497199403442965,0.37602954206220895,0.19517162449726835,0.29987118408884433,0.4156459299888626,0.0026875019941291077,1.0
22,Exponential-Utility PG,0.9596992550184691,0.35260526275751203,0.20298175573579103,0.13123552285909143,0.2001164838126328,0.05300989928582478,0.9448073953236141
22,Static CPT-PG,0.9473792677525773,0.37966718451492737,0.17505701589145434,0.231985451563224,0.3147378149963208,0.004184451751342945,1.0
22,Symmetric CPT-PG,0.9561280343749506,0.37595335762615406,0.16144978200775367,0.15473405387752817,0.2346529166480755,0.004865138149825305,0.9367098618254777
23,DRCPT-PG,1.442149645572229,0.21495302897665722,0.172025690440667,0.08601767929024687,0.09325350517463693,0.023782563141933596,1.5234679126236026
23,Equal Weight,1.1039865605888217,0.3217938199858758,0.00925925925925926,0.11006519973163517,0.1872643488903966,0.16666666666666666,1.0
23,Expected-Utility PG,1.3534718195440745,0.2647262197727292,0.18499342808420896,0.23397978230846214,0.42026214949061663,0.002475512939485108,1.0
23,Exponential-Utility PG,1.2854151372866585,0.2692785335016916,0.21801744063559872,0.12176003702737831,0.19517025166869945,0.053136766722726235,1.3229608588723376
23,Static CPT-PG,1.3366466845437819,0.27231276195714965,0.180051377203085,0.17787391798911603,0.31610197747944896,0.004249561637721672,1.0
23,Symmetric CPT-PG,1.3496240789689633,0.26675294097699254,0.1685912759770839,0.14612037271109285,0.23422188948496453,0.004907684122226875,1.3717524852527523
