seed,method,episode,day,date,regime,wealth,reference,cash,objective,q_squared,dynamic_local_regret,cumulative_q_squared,average_q_squared,average_dynamic_local_regret,diagnostic_gradient_gap,gradient_squared,theta_norm,update_norm,training_trajectories,training_steps,evaluation_trajectories,theta_0,gradient_0,q_0,theta_1,gradient_1,q_1,theta_2,gradient_2,q_2,theta_3,gradient_3,q_3,theta_4,gradient_4,q_4,theta_5,gradient_5,q_5,theta_6,gradient_6,q_6,theta_7,gradient_7,q_7,theta_8,gradient_8,q_8,theta_9,gradient_9,q_9
29,dynamic,11,50,20230516,uptrend_momentum,1.0328324400339428,1.034574910688961,0.03222841275029303,-0.0018230475380814249,1.3654060727184362e-05,3.189541946759822e-05,5.187719841789042e-05,4.7161089470809475e-06,2.8995835879634746e-06,0.001463197999625679,0.0009334884319751013,0.0024443189756197365,0.0015276521462485343,324,1620,6144,-0.0002299691582043703,0.011424246875007621,0.000835647151729198,-0.0009497597424075481,0.004580215733801017,-0.0001343673648163948,0.0004712117995831759,-0.025375803378901808,0.002859231361580927,0.0008147999838145301,-0.004877590631117368,-0.0006333911704434095,0.0007954483259970957,-0.004861056450002808,0.00036457244309387113,0.0002906251439168976,-0.0016738151181042182,0.001114826627628588,-0.0018321758961834175,0.003948366758987492,-0.0006307751965437805,-0.00015049893314418795,-0.008276211900348322,0.0016058484874464187,-6.040991293460885e-05,-0.0019367409093176936,-8.29664268240979e-05,-0.00018291387109443241,8.109231711882269e-05,-4.527698419760386e-05
29,dynamic,12,55,20230523,uptrend_momentum,1.0383663559742344,1.0365793660239542,0.03223556116214854,-0.0005728371518574063,1.6893488991034135e-06,3.408543166696745e-05,5.356654731699383e-05,4.46387894308282e-06,2.8404526389139546e-06,0.0011956370291221737,0.0001676628879737635,0.0022346285546023304,0.0006474235243906487,298,1490,6144,0.0003412431855460108,0.0052912419762299896,0.0006338623108880696,-0.0007207489557174972,-0.004817719956153714,-8.819686710881056e-05,-0.0007975783693619145,0.0019647691778616567,0.0008793327505886642,0.0005709204522586617,0.004629031409373923,0.00021969892820367055,0.0005523955034969553,0.0019045358252609591,-0.0003128566094886382,0.00020693438801168667,-0.005122793944975403,-0.00042194351950682583,-0.001634757558234043,0.006168415134472386,0.0004207400438327588,-0.0005643095281616041,0.004791580153442124,-1.8961673586325237e-05,-0.00015724695840049353,-0.0004576122191709374,-7.048336423884577e-05,-0.00017885925523849127,-0.00028053866403034643,5.463636245896177e-06
29,dynamic,13,60,20230530,uptrend_momentum,1.0477339557298115,1.0422124856774693,0.03222796069146081,-0.00016852397524645934,7.565746120825012e-07,3.6104004971048846e-05,5.4323121929076334e-05,4.178701686852026e-06,2.777231151619142e-06,0.0005184714242188877,0.00041062453556356334,0.0021864869182473354,0.0010131936334723528,374,1870,6144,0.0006058052843575103,-0.010607531125529663,0.00028866561604134295,-0.0009616349535251829,-0.002672411217739434,2.371602171551048e-05,-0.0006993399104688316,-0.0033985355675692874,0.0005888569690674504,0.0008023720227273578,-0.000930467940768619,-0.0004891764334661068,0.0006476222947600032,0.0019585332516312047,-0.00010668300120650039,-4.9205309237083505e-05,0.0020785710198971347,-3.702382595575419e-05,-0.0013263368015104236,-0.003836033596784247,0.00019073123301479363,-0.0003247305204894979,0.015903795640184706,0.00019132288340221863,-0.00018012756935904042,0.0016499908553896082,-2.6405142718552324e-05,-0.0001928861884400086,-0.00015024429827873272,1.4356339245788887e-05
29,dynamic,14,65,20230606,uptrend_momentum,1.066062527012639,1.0561441092841448,0.032223651602423374,3.8517525798807066e-05,5.619044349323342e-07,3.784882110449066e-05,5.488502636400867e-05,3.920359026000619e-06,2.703487221749333e-06,0.0005029396495586393,0.00021928001662877228,0.0023805064280723897,0.0007404053224902769,284,1420,6144,7.54287280810271e-05,0.00914646837178191,0.00032975158444290757,-0.0010952555144121546,-0.0009082186206754889,-7.433041005122307e-06,-0.000869266688847296,-0.0008073837145727336,0.0005206703432325413,0.0007558486256889269,0.006572307039770071,-0.00021643208507772255,0.0007455489573415635,-0.0019429888175670927,-0.00016012049820923356,5.4723241757773236e-05,0.0053855464385470534,-0.00022668860802191212,-0.001518138481349636,0.004350005873940812,0.00021916697895672105,0.0004704592615197374,-0.006170234483502917,-8.684523080108647e-05,-9.762802658956e-05,-0.00102303252453679,-4.157998410870032e-05,-0.00020039840335394523,0.000360454413663443,2.9002944817459165e-05
29,dynamic,15,70,20230613,uptrend_momentum,1.0722759170479985,1.0639766760438631,0.03222237138007091,0.00027310795362089956,1.360175514908669e-07,3.896500355459399e-05,5.502104391549953e-05,3.6680695943666354e-06,2.5976669036395993e-06,0.0006224243200743911,0.00012069987336753715,0.002426339960870149,0.0005493174705203201,326,1630,6144,0.0005327521466701227,0.009122081338215819,0.00018985525572775847,-0.001140666445445929,0.003326209182651628,-9.149567948265203e-05,-0.0009096358745759327,0.002867577842387974,0.00019821252260771244,0.0010844639776774305,-0.002119897646277625,-1.1751048891437722e-05,0.0006483995164632088,0.0017762300367643168,-6.626582189120508e-05,0.0003240005636851259,-0.0016065703733213936,-7.29121652719893e-05,-0.0013006381876525953,-0.0019117150714274013,0.00020438057962965384,0.00016194753734459152,-0.0020349134598339823,-2.0491570523943712e-05,-0.0001487796528163995,-0.00033534339496579747,-1.6615188885742214e-05,-0.00018237568267077308,0.0002506495224148192,2.2235398252560927e-07
29,dynamic,16,75,20230620,uptrend_momentum,1.0758967185983295,1.0701388707228756,0.03222787206906108,0.00018996497897823971,2.7694166166305854e-07,3.9405792299989816e-05,5.529798557716259e-05,3.456124098572662e-06,2.4628620187493635e-06,0.0005013165941548693,0.0005378215131641798,0.002466562771908916,0.0011595489566682596,276,1380,6144,0.0009888562135809136,0.019842135959383382,0.0002191472521102713,-0.0009743559863133477,0.0020393579853548688,1.2361767857901624e-05,-0.000766256982456534,-0.005337749431293083,0.0003614348571991631,0.0009784690953635491,0.005161233001466182,-0.00016145179999698701,0.0007372110183014246,0.004368673516273888,-8.514734942550659e-05,0.0002436720450190562,0.00367227339318822,-1.1737018421294817e-05,-0.0013962239412239653,-0.007070759851665896,0.0001411652628106018,6.02018643528924e-05,0.0004122583900231236,0.00021110393562401492,-0.00016554682256468938,0.0007901236379321848,1.2051788722206914e-05,-0.0001698432065500321,0.001208916980191716,-5.992757529401749e-06
29,dynamic,17,80,20230629,uptrend_momentum,1.082629186973841,1.0777752066975086,0.032230822193001045,4.068813055237005e-05,3.007233395355292e-07,3.969158296290215e-05,5.5598708916698116e-05,3.270512289217536e-06,2.3347989978177736e-06,0.00044885649645964913,0.002132444720211344,0.0033872633374775946,0.0023089200507008384,306,1530,6144,0.0019809630115500826,-0.03670878104636272,-8.507761117034461e-05,-0.0008723880870456042,-0.010760134629812566,-7.221531077810598e-05,-0.0010331444540211882,-0.014615561544214237,0.000512446473440952,0.0012365307454368583,-0.006631695950885511,3.0102539692877794e-06,0.000955644694115119,0.010741862342108407,-5.773728716996834e-05,0.00042728571467846724,0.012231256825170336,-8.079223305143611e-05,-0.00174976193380726,-0.0061217914967072054,0.00011786382408828303,8.081478385404858e-05,-0.01035681038931797,-4.011678986221115e-05,-0.00012604064066808014,-0.0012637594003473201,-1.027902420860005e-05,-0.0001093973575404463,0.0004554076422922289,1.3847862067554594e-05
29,dynamic,18,85,20230706,uptrend_momentum,1.090759889228469,1.0852399533605859,0.032214376521915514,2.614027207425105e-05,4.614582723928345e-07,3.99597350957055e-05,5.606016718909095e-05,3.114453732727275e-06,2.21998528309475e-06,0.0004173451787584203,0.00036412326243538624,0.0037025723147600486,0.000954100705422895,342,1710,6144,0.0001455239592319463,0.011069093051102121,0.00039657534930517,-0.0014103948185362324,0.004571564258099922,-8.781760961170618e-05,-0.0017639225312319,0.008713692894522281,0.00048373866764775397,0.0009049459478925827,-0.009492745856127874,-0.00018151808335049174,0.0014927378112205394,-0.005053213403085509,-3.7553106177800125e-05,0.0010388485559369841,-0.0037712884657113872,-6.689413709295381e-05,-0.0020558515086426202,-0.0008813108421944847,4.51712104731182e-05,-0.0004370257356118499,-0.003685437449768583,-0.00014446374309266623,-0.00018922861068544617,0.00073524738810525,1.9762842764909066e-05,-8.662697542583485e-05,3.528227938572629e-05,1.8346017508699545e-05
29,dynamic,19,90,20230713,uptrend_momentum,1.0982818803108816,1.0940376717812252,0.03222117878297484,8.595025507384699e-05,5.530919610274446e-07,4.01711428802753e-05,5.661325915011839e-05,2.979645218427284e-06,2.1142706779092264e-06,0.0003695080969061242,0.00015870264737550041,0.003304773431078602,0.0006298861948310592,250,1250,6144,0.0006989786117870524,0.005686119794898464,-8.01745088349886e-05,-0.0011818166056312364,0.0008511903216833261,2.9082421152785976e-05,-0.001328237886505786,-0.002433625154386036,0.00046168883039170074,0.000430308655086189,-0.004103786274840062,-0.00027018435540070553,0.001240077141066264,-0.007371251090945174,0.0003854684417200832,0.0008502841326514148,0.0003575729949539164,0.00020132686549577785,-0.0020999170507523444,0.005963592775128668,-0.00025230756726073514,-0.000621297608100279,-0.003564048202146975,8.241948064811747e-05,-0.00015246624128018366,-0.0003777800394314186,5.452170896735106e-07,-8.486286145654854e-05,9.886193778861819e-05,-9.5528554463364e-06
29,dynamic,20,95,20230720,uptrend_momentum,1.1011338935708155,1.1001228023582257,0.03222256710324445,-3.922525420147703e-05,1.050803418585271e-06,4.052358924129977e-05,5.7664062568703665e-05,2.883203128435183e-06,2.026179462064988e-06,0.00022539653532291436,0.00022369209809098949,0.003138813729205226,0.0007478169864528847,278,1390,6144,0.0009832846015319756,8.513696064309364e-05,3.201598127790771e-05,-0.0011392570895470701,0.000730496703390257,3.827719031451217e-05,-0.0014499191442250879,0.006547116878700134,0.0005650704026134408,0.00022511934134418585,-0.010178677945418437,-0.0005350006579025774,0.0008715145865190052,0.0017951621953417338,0.0005183985127112708,0.0008681627823991106,0.003930900000220858,0.0002792287313714125,-0.001801737411995911,0.0029360562144606817,-0.0002788715680866142,-0.0007995000182076278,-0.00698757755867886,0.00013410215961506865,-0.00017135524325175458,-0.0007450585052232741,9.08912418296447e-06,-7.991976456711763e-05,6.811524644606262e-05,1.5554198157791534e-05
29,dynamic,21,100,20230727,uptrend_momentum,1.1136994593739844,1.1088901098311268,0.03222364720416764,-0.0002710651587358753,2.283894070782591e-06,4.120649166527319e-05,5.9947956639486255e-05,2.854664601880298e-06,1.962213888822533e-06,0.0007489677492273502,0.00013599879127940877,0.0031141140756746994,0.0005830925983053825,248,1240,6144,0.0009875414495641303,0.0030841919806561544,0.00039583179403407213,-0.0011027322543775574,0.0028167354943737337,0.0001368544294563052,-0.001122563300290081,0.004384320670961151,0.0008547324145732242,-0.00028381455592673603,-0.004807852461087256,-0.0008600329957504367,0.0009612726962860919,-0.006936505758552484,0.0003099617280710775,0.0010647077824101534,-0.001034521799795909,0.0007256686380458172,-0.0016549346012728768,0.0034024194642225786,-0.00012294818275025363,-0.0011488788961415708,0.003920779693828004,-1.0735845750197738e-05,-0.0002086081685129183,-7.467481546670229e-05,-6.484920821879427e-06,-7.65140022448145e-05,-0.00027375863163701985,1.7693476628264412e-05
29,dynamic,22,105,20230803,uptrend_momentum,1.1085297358868587,1.1089320247014354,0.03222794847841111,4.373934389603576e-05,1.5857452492224484e-07,4.1825635452720744e-05,6.01065311644085e-05,2.732115052927659e-06,1.901165247850943e-06,0.0006219532980673326,8.591587889990414e-05,0.002808762401955511,0.0004634540940047464,308,1540,6144,0.001141751048596938,0.004050717760446673,-3.593344620049597e-05,-0.0009618954796588707,0.00423266443807923,-5.844720220933748e-06,-0.0009033472667420235,0.0026812800894024896,0.0002708063940635107,-0.0005242071789810989,-0.0005503656790996241,-0.00017511307398169204,0.0006144474083584677,-0.0016083751969227628,1.314802888536127e-05,0.0010129816924203579,0.0013079189784871237,0.00017025676561460007,-0.0014848136280617478,-0.0036045405726195814,8.93552609313418e-07,-0.0009528399114501706,-0.00516000226322963,0.0001551565538004322,-0.0002123419092862534,0.0001527083124179352,-2.8421051817111844e-06,-9.02019338266655e-05,0.0004009641229937797,-2.406404053734634e-06
29,dynamic,23,110,20230810,uptrend_momentum,1.1169669488072962,1.113464479335272,0.03223452166379839,-0.00035697174008955624,8.792541423349102e-07,4.2572954101027274e-05,6.0985785306743414e-05,2.6515558829018876e-06,1.8509980043924902e-06,0.0013682743873775292,0.001016807764583914,0.002999933954259922,0.0015943711648984955,304,1520,6144,0.0013442869366192716,-0.008839133013391575,-4.336261267088443e-06,-0.0007502622577549092,0.00635599534029699,-0.00011315800138298089,-0.000769283262271899,0.01515980352313643,0.000568177037588533,-0.0005517254629360801,-0.0076972355328156624,-0.0005061645661843346,0.0005340286485123295,0.00053283871360726,7.287870929821236e-06,0.001078377641344714,0.01638495099543906,0.00047081073959068936,-0.001665040656692727,-0.013161158270132594,-0.0002545705639944674,-0.001210840024611652,0.012924326709864981,2.8759717578129458e-05,-0.00020470649366535664,-0.0004331993017732244,2.496562619348406e-06,-7.015372767697651e-05,0.00013867917776117113,6.892023180263252e-06
29,dynamic,24,115,20230817,uptrend_momentum,1.1259601178325156,1.1194980622461643,0.03224380051508091,-3.274545598371216e-05,4.412076788330987e-07,4.325635376246179e-05,6.142699298557651e-05,2.559458041065688e-06,1.8023480734359078e-06,0.0003812169453449978,0.00013861593737558587,0.003400691871061157,0.0005886763486322215,350,1750,6144,0.0009023302859496928,-0.002038592661570108,0.00021220905294817372,-0.0004324624907400597,-0.0013250063523710626,-1.1014046900790705e-05,-1.1293086115077527e-05,-0.002861573841552596,0.0004255072779236936,-0.0009365872395768632,0.009509633895596066,-0.0003692579405176308,0.0005606705841926926,-0.0020629543609116574,7.614852038247437e-05,0.0018976251911166672,-0.0025254581918527147,3.4740451043380714e-05,-0.0023230985701993565,0.0005885493974492741,-0.00025283765400761077,-0.000564623689118403,0.004779758022418923,8.454366200307678e-05,-0.00022636645875401785,9.682001334582305e-05,-2.2574987060464862e-05,-6.321976878891796e-05,0.0004971144615944991,7.495401561687651e-06
29,dynamic,25,120,20230824,uptrend_momentum,1.117576638406265,1.1213093452792717,0.03224247767326161,0.00011627892915591777,1.1064821059215605e-06,4.397272648869554e-05,6.253347509149808e-05,2.501339003659923e-06,1.7589090595478217e-06,0.0005075738528020908,0.0005361699882299093,0.0031448897960776943,0.0011577672350584006,288,1440,6144,0.0008004006528711874,0.0090884097769476,-0.0001246660218198162,-0.0004987128083586128,0.002480378968555953,1.9226672878943328e-05,-0.00015437177819270734,0.009265197272593112,0.0006076685977835454,-0.0004611055447970599,-0.002612096853160516,-0.0004540188536653251,0.0004575228661471097,0.002563270646398236,0.00032365558364377974,0.0017713522815240314,0.00711451875787926,0.0004066476406383839,-0.002293671100326893,-0.012046933051588311,-0.00042521690346218784,-0.0003256357879974568,0.012211723432180403,0.00025257969431542954,-0.0002215254580867267,-0.0012673153754786787,2.075429565654731e-05,-3.836404570919301e-05,0.0013053653514774784,-4.968051950698704e-06
29,dynamic,26,125,20230831,uptrend_momentum,1.1119969430196284,1.1197633031713814,0.0322457086690074,-0.0011138188083907468,6.8129237440894765e-06,4.526804595886538e-05,6.934639883558756e-05,2.667169185984137e-06,1.7410786907255916e-06,0.0011712078628891495,0.0019503212575121165,0.003946897176486586,0.002208122085343175,292,1460,6144,0.0012548211417185674,-0.03651439877581237,0.0014526753987773814,-0.00037469385993081514,-0.0045767664474646,-4.216955382417521e-05,0.0003088880854369483,-0.012335383883710412,0.0015650486756890757,-0.0005917103874550857,-0.0003645010993989532,-0.0007968163027303045,0.0005856863984670215,-0.009279237814557839,0.00025424775054349496,0.0021270782194179943,-0.00441175447473747,0.0005986960482174536,-0.0028960177529063083,0.004463049447876704,-0.0007576318425194049,0.0002849503836115634,-0.016919958467536446,0.0007591924310778068,-0.00028489122686066064,0.005643301644629657,-0.00020173382464252175,2.690422186468091e-05,-0.0004001268478226894,4.9310364185408895e-05
29,dynamic,27,130,20230907,uptrend_momentum,1.1152456532262247,1.1183720192240605,0.032238794682762875,-0.0025225630931710735,5.196731142542285e-05,5.22842492926855e-05,0.00012131371026101042,4.493100380037423e-06,1.9364536775068704e-06,0.005785203244949693,0.004775222863884909,0.003502220664204883,0.003455149368654309,310,1550,6144,-0.0005708987970720512,0.022272943964809663,0.004730856739811229,-0.0006035321823040451,-0.003968123836353463,-0.000163665973165895,-0.0003078811087485723,0.024004263016354877,0.002796485264738149,-0.0006099354424250333,-0.052898132708791394,-0.0018589869685043292,0.00012172450773912952,0.0026256754122362864,0.0027110721871928425,0.0019064904956811208,0.007080250229926464,0.0012645706926660153,-0.002672865280512473,-0.027756908367415237,-0.0020425479402046576,-0.0005610475397652589,-0.006186828038520939,0.0021491722160788874,-2.7261446291777618e-06,-0.004351428153950625,-0.0007306324908747278,6.897879473546437e-06,-0.002072170901824171,9.766481979070242e-05
29,dynamic,28,135,20230914,uptrend_momentum,1.140200318706972,1.1260656775836837,0.03223253035129158,-0.0009377548412953715,4.758420728362821e-06,5.959558701286398e-05,0.00012607213098937323,4.502576106763329e-06,2.128413821887999e-06,0.0007566396427226878,0.002736010663430551,0.00589971640815236,0.002615344462700158,296,1480,6144,0.000542748401168432,-0.04274696694483452,-6.480960378793749e-05,-0.0008019383741217182,-0.0051618496767178905,1.6637454968197133e-05,0.0008923320420691717,-0.001201746363299199,0.0015586415521233596,-0.0032548420778646028,-0.004946094515780066,-0.0012283841442164208,0.00025300827835094384,0.00402271886942486,0.0003924775279830336,0.002260503007177444,-0.026495141638708586,0.0005391555237563555,-0.004060710698883235,-0.0020167186030446765,-0.0004659642477407473,-0.0008703889416913059,0.011205697952823246,0.00038947628229065454,-0.00022029755232670902,0.0024054487091830436,3.6882666044844295e-05,-9.67106656176621e-05,-0.0015996691839472235,2.739471630149433e-05
