seed,episode,date,recorded_objective,objective_before,objective_after,update_gain
29,15,20250421,-0.0503205802261735,-0.047966373980995666,-0.047384327071662916,0.0005820469093327507
29,16,20250428,-0.0385852967793952,-0.03760333359768443,-0.037411699801844014,0.00019163379584041795
29,17,20250508,-0.0156051508028336,-0.016425687248691628,-0.016388854752175816,3.6832496515811636e-05
29,18,20250515,-0.0006625766341899,-0.003115984836250165,-0.0031138025325795644,2.1823036706006965e-06
29,19,20250522,-0.0095149702084546,-0.010196274134246593,-0.010292045259794947,-9.57711255483544e-05
29,20,20250529,-0.026584011527034,-0.02548157294592235,-0.0262907034299306,-0.0008091304840082518
29,21,20250606,-0.0133546670088899,-0.012031086668984638,-0.012417825501260447,-0.00038673883227580835
29,22,20250613,-0.0093748007190214,-0.009936912507903264,-0.010162700274889327,-0.00022578776698606307
29,23,20250620,-0.0213234120395662,-0.02516634713235054,-0.024863249946477553,0.00030309718587298584
29,24,20250627,-0.0061041697318975,-0.004301288286079423,-0.0038711897482300965,0.0004300985378493261
29,25,20250704,-0.0050412980189881,-0.002546603372274185,-0.0032865749364595423,-0.0007399715641853571
29,26,20250711,0.0002107978573127,-0.0016520804191571675,-0.0013956552395559558,0.00025642517960121174
29,27,20250718,-0.007236106309707,-0.00913057695398208,-0.008952726286983341,0.00017785066699873946
29,28,20250725,0.0042179541648518,0.004353214341109192,0.004802003274364626,0.0004487889332554333
29,29,20250801,-0.0280451729287971,-0.027970550996613525,-0.028668573466063142,-0.0006980224694496176
29,30,20250808,-0.0147793377049387,-0.014644768208327661,-0.015446266547785335,-0.0008014983394576732
29,31,20250815,-0.0216208057864041,-0.019226665564413166,-0.019637929381706082,-0.0004112638172929159
29,32,20250822,-0.0021485339108547,-0.00500353931044617,-0.005268554723283858,-0.00026501541283768804
29,33,20250829,-0.0071001579329728,-0.005255164392964246,-0.005475202330196039,-0.00022003793723179323
29,34,20250905,-0.0363432204633456,-0.03879968288387628,-0.03823903682096322,0.0005606460629130616
29,35,20250912,-0.002908837943897,-0.00386756156764188,-0.0034900506587790155,0.0003775109088628645
29,36,20250919,-0.0257302692549538,-0.024596942617483374,-0.023992961481145963,0.0006039811363374101
29,37,20250926,-0.0168939331264356,-0.01751287092154604,-0.017039334547423887,0.0004735363741221535
29,38,20251013,-0.0061095867774448,-0.001730178110372342,-0.001120299876761554,0.0006098782336107882
29,39,20251020,-0.033477240195369,-0.03336193113730348,-0.03373576753142354,-0.0003738363941200584
29,40,20251027,-0.0147617858549367,-0.01722954277051857,-0.017996383543731672,-0.0007668407732131025
29,41,20251103,-0.0147867189632944,-0.01379755960822505,-0.013318833401402032,0.00047872620682301754
29,42,20251110,-0.0076161517934407,-0.008863241817988532,-0.008242965236598787,0.0006202765813897448
29,43,20251117,-0.0114380142035256,-0.012350551378452047,-0.012489142155346475,-0.0001385907768944282
29,44,20251124,-0.0746610836602652,-0.0786184437652917,-0.0789411207966395,-0.0003226770313477928
29,45,20251201,-0.0532026070169191,-0.05370936014606147,-0.05437066538534377,-0.0006613052392822963
29,46,20251208,-0.0475207943427609,-0.05063356474490835,-0.050846159701753546,-0.0002125949568451968
29,47,20251215,-0.061055737838791,-0.05797226589758301,-0.05764101079922668,0.00033125509835633254
29,48,20251222,-0.0368818504833216,-0.03678239357131536,-0.03745076663248819,-0.0006683730611728306
29,49,20251229,-0.0174375454664846,-0.014901841251761248,-0.015200961458191244,-0.0002991202064299963
29,50,20260107,0.005162672547936,0.00023357435722172817,0.0006270583639505917,0.0003934840067288635
29,51,20260114,-0.0073472973614844,-0.007097851253756974,-0.0074247207657184705,-0.00032686951196149623
29,52,20260121,-0.0110057608518517,-0.015500196140483058,-0.014832628802518219,0.0006675673379648393
29,53,20260128,-0.0162079820181886,-0.014018272921332604,-0.013092409549158857,0.0009258633721737474
29,54,20260204,-0.043706817126375,-0.03683227832370226,-0.03682056850930791,1.1709814394349205e-05
29,55,20260211,-0.0122809182452745,-0.011957476191256025,-0.011972086085231098,-1.4609893975073285e-05
29,56,20260226,-0.0111419835923074,-0.009440423023160439,-0.009062658976593203,0.00037776404656723536
29,57,20260305,-0.0571350490763625,-0.05524823998664273,-0.05544265582317135,-0.00019441583652862054
29,58,20260312,-0.0128784804223808,-0.014243508640653244,-0.01409818075804714,0.00014532788260610344
29,59,20260319,-0.0331917386722416,-0.029816661225563326,-0.029886658570863783,-6.999734530045709e-05
29,60,20260326,-0.0826543672084662,-0.07767095843493434,-0.07772351411561249,-5.255568067814853e-05
29,61,20260402,-0.07323408873219,-0.07244482917930943,-0.07230858879978928,0.00013624037952014723
29,62,20260410,-0.0785801547880564,-0.07694049803023469,-0.07693794942311914,2.5486071155433887e-06
29,63,20260417,-0.0328101930288192,-0.02797865742455456,-0.028044779174358193,-6.61217498036347e-05
29,64,20260424,-0.0405160778063059,-0.042964926700654896,-0.04276282571406574,0.00020210098658915432
29,65,20260506,-0.0168637749973085,-0.02310665199445401,-0.023153132197320125,-4.648020286611432e-05
29,66,20260513,-0.011367328843739,-0.013076659041623091,-0.01279223876398649,0.0002844202776366017
29,67,20260520,-0.0582691410212722,-0.0606408420212492,-0.060642646297198545,-1.804275949347789e-06
42,1,20250102,-0.0048680416296382,-0.006224014169338798,-0.006078832489986072,0.0001451816793527263
42,2,20250109,-0.0243317157883426,-0.02058454318718199,-0.020324375951994787,0.0002601672351872017
42,3,20250116,-0.0174424729090269,-0.014434136052461164,-0.014052275472656034,0.0003818605798051305
42,4,20250123,-0.0215273499633889,-0.015162203194440652,-0.015440199159236355,-0.00027799596479570303
42,5,20250207,-0.0027349089458101,-0.0029770517204039705,-0.0031366185790495226,-0.0001595668586455521
42,6,20250214,-0.0071706207172241,-0.005796359313573984,-0.005310517537640641,0.00048584177593334263
42,7,20250221,-0.0082186819357727,-0.006234991908004845,-0.006064682190004134,0.0001703097180007114
42,8,20250228,-0.0033570141971645,-0.005730350619200033,-0.005550585873318182,0.00017976474588185087
42,9,20250307,-0.0083548180054024,-0.00550553620438779,-0.005751420396547481,-0.00024588419215969097
42,10,20250314,-0.0138778069152671,-0.014882283643007293,-0.015320004805243509,-0.00043772116223621607
42,11,20250321,-0.0163760309466617,-0.012352749579295413,-0.012096169096496004,0.00025658048279940913
42,12,20250328,-0.0199942133657331,-0.019948573274723713,-0.01974754976914988,0.00020102350557383436
42,13,20250407,-0.0383628647769327,-0.038245616505751985,-0.037788731614064236,0.0004568848916877491
42,14,20250414,-0.0703679027397386,-0.0691983444220965,-0.06970881785956046,-0.0005104734374639514
42,15,20250421,-0.0477792462617446,-0.04684476982310495,-0.047091641166226564,-0.0002468713431216171
42,16,20250428,-0.0426190074506002,-0.04140357375833003,-0.040883089757877855,0.0005204840004521746
42,17,20250508,-0.015714482194242,-0.01532232522796054,-0.01588447277872612,-0.0005621475507655779
42,18,20250515,-0.0044268897546081,-0.004970394089754134,-0.004798593464501113,0.00017180062525302096
42,19,20250522,-0.0075063168249889,-0.012269715231097704,-0.01213601605070692,0.00013369918039078318
42,20,20250529,-0.0298074392661451,-0.03048816533007924,-0.030719585551109648,-0.0002314202210304088
42,21,20250606,-0.0111532810829772,-0.012629141631146205,-0.01264200626794326,-1.2864636797055642e-05
42,22,20250613,-0.0103999747623741,-0.012251878115789781,-0.012306377458007878,-5.449934221809713e-05
42,23,20250620,-0.0270055702266872,-0.02789738274716312,-0.02728030857468637,0.0006170741724767503
42,24,20250627,-0.0047988401211376,-0.006837508429079915,-0.007039241977548048,-0.00020173354846813284
42,25,20250704,-0.0053965833954823,-0.0036643292254580854,-0.003705952966027208,-4.16237405691227e-05
42,26,20250711,-0.0050342852570033,-0.004757896413949849,-0.004915112863242404,-0.0001572164492925545
42,27,20250718,-0.0073419869425749,-0.008911372053149144,-0.008344269178694408,0.0005671028744547359
42,28,20250725,0.0026393280173664,0.0032241672341917355,0.0029544074188032404,-0.00026975981538849506
42,29,20250801,-0.0257960789370693,-0.024724937534262387,-0.024595305462428933,0.00012963207183345343
42,30,20250808,-0.0105599542256147,-0.011655946039729474,-0.011634766392711658,2.1179647017815703e-05
42,31,20250815,-0.0103266499201893,-0.010777219121877629,-0.011196620114801836,-0.0004194009929242067
42,32,20250822,-0.0023169939942783,0.0010685476690217074,0.0014093441012042705,0.00034079643218256316
42,33,20250829,-0.0032884065799949,-0.004018371145720999,-0.004287190470474975,-0.00026881932475397545
42,34,20250905,-0.0326895584490738,-0.03132175067136629,-0.031196830035157837,0.00012492063620845456
42,35,20250912,-0.0035615859354871,-0.0037782099075140685,-0.004273554770042678,-0.0004953448625286093
42,36,20250919,-0.0261407582206467,-0.01963744477654676,-0.019160418912738557,0.0004770258638082045
42,37,20250926,-0.0118693728679936,-0.011845033471224327,-0.011883063884826187,-3.8030413601860755e-05
42,38,20251013,-0.0068484312554851,-0.007003923508667482,-0.006393777814470073,0.0006101456941974091
42,39,20251020,-0.0353545979059733,-0.035314280613351075,-0.03529998905213767,1.4291561213401749e-05
42,40,20251027,-0.0148750318326622,-0.013152598289077956,-0.013283101447982126,-0.0001305031589041699
42,41,20251103,-0.0128238730850871,-0.00990193750897305,-0.00934211377518784,0.0005598237337852106
42,42,20251110,-0.0068512176234811,-0.006033357283045101,-0.005934512325348928,9.884495769617307e-05
42,43,20251117,-0.0130827883212092,-0.012991667396004606,-0.012533398334936175,0.00045826906106843056
42,44,20251124,-0.0703416811423708,-0.06878130648479669,-0.06882176534074864,-4.045885595195531e-05
42,45,20251201,-0.0460213372984005,-0.04544148421821102,-0.04545299147809247,-1.1507259881443632e-05
42,46,20251208,-0.0292901285955846,-0.029035435559434077,-0.02923229370151716,-0.00019685814208308255
42,47,20251215,-0.0390843712538245,-0.038397954248375464,-0.038877612257866234,-0.00047965800949077014
42,48,20251222,-0.0250879114080448,-0.022559190472767915,-0.02220595397604107,0.0003532364967268435
42,49,20251229,-0.0100339956732358,-0.010576570739136528,-0.011197179282394977,-0.0006206085432584486
42,50,20260107,0.0023865521904075,0.0018097691849738333,0.0016154253089106863,-0.00019434387606314697
42,51,20260114,-0.0031335328331481,-0.002253259127201491,-0.0023720685016645274,-0.0001188093744630362
42,52,20260121,-0.008909066216655,-0.010530574401636262,-0.010993569229392054,-0.0004629948277557923
42,53,20260128,-0.0121175799817473,-0.017410364864524033,-0.018286639752080166,-0.0008762748875561326
42,54,20260204,-0.0295313252591204,-0.030411758889137944,-0.02981862466733835,0.0005931342217995947
42,55,20260211,-0.0109348963028679,-0.01078035343630284,-0.011056526270622742,-0.00027617283431990124
42,56,20260226,-0.0145491878730501,-0.012115741670802727,-0.012327841117037797,-0.00021209944623507004
42,57,20260305,-0.0503836622525243,-0.048627583180204575,-0.04837861692292807,0.0002489662572765089
42,58,20260312,-0.0118041639406748,-0.014431270040619879,-0.013900586910864047,0.0005306831297558316
42,59,20260319,-0.0294427463438716,-0.0317515629135317,-0.03201680813521812,-0.00026524522168642345
42,60,20260326,-0.0713442451492709,-0.07437012276163915,-0.0743101434706016,5.997929103755684e-05
42,61,20260402,-0.0659329869036227,-0.06447706681869564,-0.0651481199184378,-0.0006710530997421638
42,62,20260410,-0.0584914416147125,-0.05563018874040171,-0.05597258646852321,-0.0003423977281215018
42,63,20260417,-0.0150725795065486,-0.020403209415751227,-0.020943847559942518,-0.0005406381441912904
42,64,20260424,-0.0125170160542697,-0.015150060499508624,-0.015331827332805564,-0.00018176683329694
42,65,20260506,-0.010872361488137,-0.010820738120896017,-0.011298601685389034,-0.0004778635644930168
42,66,20260513,-0.0091190785512598,-0.010866954487273216,-0.011279364284268515,-0.0004124097969952986
42,67,20260520,-0.0220068410757025,-0.02240886660744025,-0.021521812365105183,0.0008870542423350669
101,1,20250102,-0.0067292001751517,-0.006581313396961985,-0.006268053585659704,0.0003132598113022812
101,2,20250109,-0.02195763050427,-0.02163858251317878,-0.02151355097923709,0.00012503153394169061
101,3,20250116,-0.0140347224996244,-0.014442974577921507,-0.01451992089187536,-7.694631395385385e-05
101,4,20250123,-0.0236071728943102,-0.019703944419902253,-0.020376634168846143,-0.0006726897489438902
101,5,20250207,-0.003519454248079,-0.004664432807169478,-0.005402191383885464,-0.0007377585767159855
101,6,20250214,-0.0060511884902255,-0.007560758082529781,-0.008367637471639424,-0.0008068793891096437
101,7,20250221,-0.0102541295492984,-0.00921871197711278,-0.008365977853283635,0.0008527341238291457
101,8,20250228,-0.0099779515022458,-0.015407422895047661,-0.01633056589927174,-0.0009231430042240772
101,9,20250307,-0.0144595548053176,-0.013935078010791795,-0.013861772443649369,7.330556714242598e-05
101,10,20250314,-0.0338904535844453,-0.03719849321999968,-0.03702673873644726,0.00017175448355241651
101,11,20250321,-0.031793928415707,-0.031096912150606382,-0.03120906696391386,-0.00011215481330747665
101,12,20250328,-0.0494089898102041,-0.049244785974730025,-0.050176205223981724,-0.0009314192492516984
101,13,20250407,-0.0731869961599966,-0.07254162012254482,-0.07348052966167885,-0.0009389095391340307
101,14,20250414,-0.1044678581951873,-0.10399748278749307,-0.10401231234245786,-1.4829554964790326e-05
101,15,20250421,-0.0852007052389733,-0.08884973866232862,-0.0883867269831732,0.0004630116791554256
101,16,20250428,-0.0806678437766768,-0.07554511788458695,-0.07540167058152776,0.00014344730305919373
101,17,20250508,-0.0359256381944206,-0.0395318338562302,-0.03947561895272904,5.621490350116165e-05
101,18,20250515,-0.0214260465446529,-0.021726183919440232,-0.021868717204320636,-0.00014253328488040423
101,19,20250522,-0.0313511133355015,-0.029835972935319845,-0.02943156308169955,0.0004044098536202939
101,20,20250529,-0.0618635992629126,-0.05744498675154567,-0.058101725168007476,-0.0006567384164618065
101,21,20250606,-0.0246757143290904,-0.02444901002876506,-0.02395996604882456,0.0004890439799404983
101,22,20250613,-0.0189044501320369,-0.018721766478119548,-0.018803638541346437,-8.18720632268892e-05
101,23,20250620,-0.0364521306767772,-0.03612306704125986,-0.03605356652876884,6.950051249101502e-05
101,24,20250627,-0.0109729565234857,-0.008238986020384084,-0.008699127968282573,-0.0004601419478984896
101,25,20250704,-0.0081060228540248,-0.007869977520925464,-0.009096771175933643,-0.0012267936550081782
101,26,20250711,0.0006974281881716,-0.0026339358215865458,-0.003701602249613172,-0.0010676664280266264
101,27,20250718,-0.0144375712782525,-0.015161973235416355,-0.014361345777707347,0.0008006274577090078
101,28,20250725,0.002975820101084,0.0011181946081611095,0.0015668446292469145,0.00044865002108580507
101,29,20250801,-0.0417414105056163,-0.042201889137905874,-0.042833609590812186,-0.000631720452906312
101,30,20250808,-0.0315136508859383,-0.03009595101100923,-0.03145399273622606,-0.0013580417252168284
101,31,20250815,-0.0395967861200616,-0.03369094095414245,-0.034274001107495046,-0.0005830601533525978
101,32,20250822,-0.0148333537090309,-0.013195222469007362,-0.0131915124689507,3.7100000566617913e-06
101,33,20250829,-0.0076176070940181,-0.007297732763626077,-0.006573423304363519,0.0007243094592625579
101,34,20250905,-0.0564892258707784,-0.05318117159826431,-0.05383195482980553,-0.0006507832315412188
101,35,20250912,-0.0044096003025112,-0.005132154980372894,-0.005300502507733954,-0.00016834752736106032
101,36,20250919,-0.0220580313881439,-0.020177780552664244,-0.02081579831453357,-0.0006380177618693257
101,37,20250926,0.0001516785984272,-0.009863197683799625,-0.010172304212693632,-0.0003091065288940067
101,38,20251013,-0.0240281321222962,-0.017827358542228472,-0.017651450397494883,0.00017590814473358862
101,39,20251020,-0.0922218763740483,-0.08488727591981966,-0.0838046342736144,0.0010826416462052652
101,40,20251027,-0.0240554974658566,-0.026886018035487524,-0.02754338829920406,-0.0006573702637165356
101,41,20251103,-0.0112326126561908,-0.015339544693066367,-0.014040534506960179,0.0012990101861061875
101,42,20251110,-0.0120803789726659,-0.011787578566489394,-0.01163916972446253,0.00014840884202686408
101,43,20251117,-0.0351358697090663,-0.03125372650171876,-0.03169198351853934,-0.00043825701682058404
101,44,20251124,-0.1321639591814588,-0.13994372892014628,-0.13933409694962312,0.0006096319705231612
101,45,20251201,-0.0648309467249586,-0.06423428622427076,-0.06464450342069293,-0.0004102171964221746
101,46,20251208,-0.0778467442430065,-0.07892825855625296,-0.07993399753390165,-0.0010057389776486902
101,47,20251215,-0.0738623834536485,-0.07380668495182928,-0.07286320382660201,0.000943481125227269
101,48,20251222,-0.0880645094130544,-0.08223430090770129,-0.08153914878332176,0.000695152124379525
101,49,20251229,-0.0086508591887901,-0.00587700102690753,-0.005011346053231586,0.0008656549736759441
101,50,20260107,0.0012005970311635,-0.0011490572262773877,-0.0005356309099786676,0.0006134263162987201
101,51,20260114,-0.0044699399498766,-0.007174402204308468,-0.007148371012978234,2.603119133023392e-05
101,52,20260121,-0.0093675711498621,-0.020770155518134832,-0.019720718426435607,0.0010494370916992249
101,53,20260128,-0.0169533273458914,-0.01583226398737994,-0.015809936385958248,2.2327601421692767e-05
101,54,20260204,-0.0346748111091035,-0.034151633883212094,-0.03449288170928111,-0.00034124782606901466
101,55,20260211,-0.0083229668870514,-0.013274872664448812,-0.012588488412197837,0.0006863842522509753
101,56,20260226,-0.0112481683424449,-0.009609553557803489,-0.009492100805288887,0.00011745275251460151
101,57,20260305,-0.0792554414880008,-0.07582625362219485,-0.07518395870332441,0.0006422949188704397
101,58,20260312,-0.0161214673919057,-0.02022747094949944,-0.020083693604783133,0.0001437773447163053
101,59,20260319,-0.0397343734352403,-0.039168010072227304,-0.03860268171785538,0.0005653283543719245
101,60,20260326,-0.0881805933744271,-0.09524889410935151,-0.09582959296071546,-0.0005806988513639422
101,61,20260402,-0.0872412775152814,-0.0870064325940864,-0.08708830214197584,-8.186954788944045e-05
101,62,20260410,-0.0829437124343657,-0.08409377940353828,-0.0842542895670258,-0.0001605101634875178
101,63,20260417,-0.0308437933481516,-0.031552435991394234,-0.032051795375491215,-0.0004993593840969812
101,64,20260424,-0.0370811523811578,-0.037786668912922684,-0.03843146214516717,-0.0006447932322444852
101,65,20260506,-0.0197840744301984,-0.02303678679624568,-0.023545666653571252,-0.0005088798573255719
101,66,20260513,-0.0219830150100501,-0.023158168738642113,-0.023502001432191926,-0.0003438326935498136
101,67,20260520,-0.1542570091042819,-0.14908832800918084,-0.14911027717820002,-2.194916901918087e-05
147,1,20250102,-0.0072831621380802,-0.006404364721525032,-0.006280942281481114,0.00012342244004391774
147,2,20250109,-0.0218030504927958,-0.022864817626258103,-0.022056992510695962,0.0008078251155621413
147,3,20250116,-0.0178010715557179,-0.015067722267003064,-0.014809853899880359,0.00025786836712270514
147,4,20250123,-0.0191249011456341,-0.020106059910093996,-0.020675940158653684,-0.0005698802485596885
147,5,20250207,-0.0052531067233079,-0.0053551946958972025,-0.0056588266503761146,-0.0003036319544789121
147,6,20250214,-0.0062742929877386,-0.0031283360821753575,-0.0027290725217007598,0.0003992635604745977
147,7,20250221,-0.006682856020196,-0.009000967492287638,-0.009225286476716929,-0.00022431898442929095
147,8,20250228,-0.0085403033332575,-0.007437777459218704,-0.007860487694737461,-0.000422710235518757
147,9,20250307,-0.0099385689370016,-0.009394601495437915,-0.009973166089452225,-0.0005785645940143101
147,10,20250314,-0.0193120316495911,-0.021632167002059173,-0.022394269119026554,-0.0007621021169673808
147,11,20250321,-0.0210331799607306,-0.02188556511591673,-0.0224284269180937,-0.0005428618021769693
147,12,20250328,-0.0293973199582263,-0.03479434549752829,-0.03409265623106998,0.0007016892664583052
147,13,20250407,-0.0569839005397999,-0.056125104167791956,-0.05693145233288096,-0.0008063481650890034
147,14,20250414,-0.0892531742163201,-0.08729365780651097,-0.08683276330909866,0.00046089449741230915
147,15,20250421,-0.0833342468324058,-0.0821366731033048,-0.08174394535782878,0.0003927277454760236
147,16,20250428,-0.0598928648340686,-0.05934300400817029,-0.05952456987804943,-0.00018156586987914253
147,17,20250508,-0.0250910630796572,-0.02325664973725627,-0.022472503287271624,0.0007841464499846462
147,18,20250515,-0.0062362940908594,-0.011882957730164265,-0.012247311048175573,-0.0003643533180113078
