date,episode,asset,regime,ret,momentum,reversal,volatility,value
2023-01-05,3,Stock_3,Uptrend,0.013273912548627736,-0.006112109692180056,-0.0019391967106470822,0.009392817319399541,-0.017350934535720924
2023-01-05,3,Stock_4,Uptrend,0.016367623893765604,-0.0026761488014285894,0.0036454473841809193,0.007652622648639617,0.32621899234885965
2023-01-05,3,Stock_5,Uptrend,0.005752863032995132,0.0010077879481240203,0.002756324318801528,0.011652547014023375,-0.16067016959586983
2023-01-05,3,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-06,4,Stock_1,Uptrend,0.0046317017807637455,0.011337957665059835,0.006304665349575682,0.009287373231735892,0.6251602793803911
2023-01-06,4,Stock_2,Uptrend,0.0007888046021941825,-0.011809593095874194,-0.00763878093113789,0.009488375649119708,0.15608972065202842
2023-01-06,4,Stock_3,Uptrend,0.017184623083848462,0.005605974303286831,-0.01709404317642481,0.011617963405005287,-0.12962936612008216
2023-01-06,4,Stock_4,Uptrend,0.0077747749389621024,-0.011188929964035121,-0.014410818888607426,0.010508117369728346,0.5100984945442129
2023-01-06,4,Stock_5,Uptrend,0.013563862293664256,-0.0014318129158088395,-0.0010289640258531038,0.009429426457772193,-0.07441663389403103
2023-01-06,4,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-09,5,Stock_1,Uptrend,0.00967026015608823,0.008879632406623405,-0.0025468659044338357,0.01033301340994773,0.5551912106265393
2023-01-09,5,Stock_2,Uptrend,-0.004989564194948647,0.010217600554731024,1.9509831193971093e-05,0.013127999434101948,0.06749616254984052
2023-01-09,5,Stock_3,Uptrend,0.010147483009624926,0.019145994217844655,-0.021038261727230657,0.010820604258548833,-0.11187771909335911
2023-01-09,5,Stock_4,Uptrend,-0.0012452700329226244,0.0034245208682792856,-0.005310406489919079,0.009688373998387467,0.28173997459512584
2023-01-09,5,Stock_5,Uptrend,-0.00031219742806975267,0.005885079806899006,-0.007599144572695408,0.010200429779862838,-0.07866335778638418
2023-01-09,5,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-10,6,Stock_1,Uptrend,0.006138776756251008,8.135382220047453e-05,-0.00663570137161257,0.010809975203818233,0.717033807131589
2023-01-10,6,Stock_2,Uptrend,0.007325952349069081,-0.004133997143244866,-0.003940885009459614,0.00923834749738193,0.13479357625876273
2023-01-10,6,Stock_3,Uptrend,0.005403252303363644,0.014526473257621686,-0.008978278215471265,0.012001013502713445,0.014955564653370751
2023-01-10,6,Stock_4,Uptrend,-0.00870670020780459,0.0056291688087988494,0.004992334706616388,0.012216837572123792,0.3106756628108682
2023-01-10,6,Stock_5,Uptrend,0.003271746816330092,0.0015597138161972798,-0.003924566288450962,0.008930433812685913,-0.044899494876755854
2023-01-10,6,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-11,7,Stock_1,Uptrend,0.0008721516166260504,0.0013765520358377352,-0.011583284571250765,0.010927559510412145,0.6672874077017418
2023-01-11,7,Stock_2,Uptrend,-0.003711478042129705,0.01689628425443529,-0.006577595201926386,0.0066830743404511905,0.2825344345403622
2023-01-11,7,Stock_3,Uptrend,0.003935631492752719,0.007460416334727146,-0.004501950954625089,0.008125866469636776,-0.012216374034923233
2023-01-11,7,Stock_4,Uptrend,0.013434546906485531,-4.0888266165922844e-05,0.007753500529441617,0.008381323710548349,0.41450075027731603
2023-01-11,7,Stock_5,Uptrend,0.006106940070084144,0.008922224705709135,-0.009829937674167549,0.009175736624613426,-0.01482449057997591
2023-01-11,7,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-12,8,Stock_1,Uptrend,-0.004750064368763414,0.0063959272345888545,-0.012166710876397728,0.012440560699215614,0.6836813560806664
2023-01-12,8,Stock_2,Uptrend,-0.0021806104169716546,-0.0013331300486068534,0.01187710988645875,0.008893214582684385,0.15256209922901323
2023-01-12,8,Stock_3,Uptrend,-0.022344712889853156,-0.00043236645808629025,-0.006683999474767515,0.010649508059021155,-0.3781095438181377
2023-01-12,8,Stock_4,Uptrend,-0.01373440982205074,0.011626529166570069,-0.009138814047839778,0.007667826044014538,0.1698989274365328
2023-01-12,8,Stock_5,Uptrend,-0.017812063527355593,-0.007004802630807747,0.003220623866613652,0.009790853797165348,-0.1141268456455693
2023-01-12,8,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-13,9,Stock_1,Uptrend,0.01488674581265401,-0.0003528843734014282,0.005634312888279867,0.008644557105708328,0.5553447384819395
2023-01-13,9,Stock_2,Uptrend,0.020182312728717733,0.008016526201917697,0.00136499349745197,0.0044700755472883245,0.27787262714587957
2023-01-13,9,Stock_3,Uptrend,0.01569997570732843,-0.021064761994401947,0.022907918018786593,0.011789606755460461,-0.29297694920916884
2023-01-13,9,Stock_4,Uptrend,0.016889359838584132,-0.0002521977627692792,0.02289613223285522,0.011527819054875897,0.2872497326427144
2023-01-13,9,Stock_5,Uptrend,0.00689527988499794,-0.017337004346418418,0.02309935933570846,0.010331023055429149,-0.16730762291884127
2023-01-13,9,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-16,10,Stock_1,Uptrend,0.0038266232836172377,0.003818810290470798,-0.012878066053808493,0.009205548032473972,0.662454796681068
2023-01-16,10,Stock_2,Uptrend,0.022886461947939953,0.004447229291340138,-0.01948378654859729,0.006084590599220446,0.11958032552764508
2023-01-16,10,Stock_3,Uptrend,0.011383387569952356,0.014485031997075718,-0.015289273506470212,0.01015560019226177,-0.2896187598793736
2023-01-16,10,Stock_4,Uptrend,0.00620886476335321,0.0070659367382036025,-0.017407221737918213,0.009078805738106255,0.3440187619270876
2023-01-16,10,Stock_5,Uptrend,0.013863237724003368,0.012289728279308396,-0.004450108749745099,0.007246158820027011,-0.10398125881492287
2023-01-16,10,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-17,11,Stock_1,Uptrend,-0.005621617377212474,0.005890693080805665,-0.006001018842679463,0.01014223355125323,0.6454661011501878
2023-01-17,11,Stock_2,Uptrend,-0.019429880022964308,0.015745079438113124,-0.019402638144958996,0.010855813185244178,0.16805144291720586
2023-01-17,11,Stock_3,Uptrend,-0.012046477431460919,0.0013525188293588512,-0.017536880344190233,0.010130093641987465,-0.04150312301413103
2023-01-17,11,Stock_4,Uptrend,-0.015691832835075845,0.011274247163333494,-0.013887459888213868,0.012481426939068084,0.35999327439551204
2023-01-17,11,Stock_5,Uptrend,-0.00838276524035396,0.013039548725712006,-0.014436636520930858,0.007418992697856933,-0.024695697883055322
2023-01-17,11,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-18,12,Stock_1,Uptrend,0.021764878885889623,-0.010403854451878978,0.007956210083250367,0.010820324155841467,0.6654699470959018
2023-01-18,12,Stock_2,Uptrend,0.027714093747863898,-0.007453475264353489,0.009252094109814965,0.013233263034528361,0.11596713471514601
2023-01-18,12,Stock_3,Uptrend,0.02749646817126072,-0.022063559077233695,-0.00013868852481526556,0.010347676095381798,-0.1742297512390913
2023-01-18,12,Stock_4,Uptrend,0.02047908861644266,-0.00945655553584804,0.022349205388220272,0.006071702231010926,0.3018754028733477
2023-01-18,12,Stock_5,Uptrend,0.01607972426911071,-0.005306123119184356,0.00904708395384846,0.009375823277269595,0.06743004413726719
2023-01-18,12,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-19,13,Stock_1,Uptrend,0.0011993999079721405,0.022960105591304188,-0.019873002803292406,0.010607740330484535,0.5818973215936477
2023-01-19,13,Stock_2,Uptrend,0.030697538045503257,0.013482721127629188,-0.025869308455479762,0.010817443361534692,0.16251219133154654
2023-01-19,13,Stock_3,Uptrend,0.01800804407688813,0.01662693625942726,-0.020348871672902936,0.008862812257907087,-0.14838263646995867
2023-01-19,13,Stock_4,Uptrend,0.02835272288892291,0.020378400492942112,-0.012279145495715682,0.008466236361177618,0.3958657697599431
2023-01-19,13,Stock_5,Uptrend,0.012064053766928741,0.004534569985282737,-0.004805637961369413,0.007357660121638137,-0.15849567702086562
2023-01-19,13,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-20,14,Stock_1,Uptrend,0.018384438321351428,-0.025606640983816438,-0.0016709114264652483,0.011967775420686722,0.6260527916019866
2023-01-20,14,Stock_2,Uptrend,0.030563167334753734,0.021664213321871923,-0.03252998337853923,0.011970590093243551,0.0285218140881197
2023-01-20,14,Stock_3,Uptrend,0.031889264772772534,0.01115078017086319,-0.025587168632726774,0.007120107977984645,-0.1981339496298318
2023-01-20,14,Stock_4,Uptrend,0.013634788759864722,0.028133385972248792,-0.03716168042395464,0.009666536586460836,0.23514115222981596
2023-01-20,14,Stock_5,Uptrend,0.02435812527480116,-0.006206047029761481,-0.019117091106819358,0.010946776243533482,0.03131288633768395
2023-01-20,14,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-23,15,Stock_1,Uptrend,0.02210297909862062,0.013267007593148649,-0.022905903705220613,0.012237318228943247,0.568103243723891
2023-01-23,15,Stock_2,Uptrend,0.01856877493077838,0.024104580140798568,-0.03408221469877137,0.007386859901037095,0.12816908604177984
2023-01-23,15,Stock_3,Uptrend,0.04661228714281963,0.02148684951097044,-0.033939281613199396,0.011837012075432965,-0.10614319013020046
2023-01-23,15,Stock_4,Uptrend,0.036784533428595695,0.014627059399595849,-0.015016586036794968,0.00960597774804736,0.3971647528069487
2023-01-23,15,Stock_5,Uptrend,0.04644003904791743,0.023364095801154276,-0.02320774147936135,0.004267759155951242,-0.05050924524880549
2023-01-23,15,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-24,16,Stock_1,Uptrend,0.004751877796713156,0.013454036042966695,-0.018905864018551703,0.011682894162979341,0.5253871367380638
2023-01-24,16,Stock_2,Uptrend,-0.007688010374794342,0.00848607627925908,-0.020425442455250246,0.009439564378542915,0.048896255234368746
2023-01-24,16,Stock_3,Uptrend,-0.012464903157281493,0.027383018390225784,-0.0506158316073785,0.007590553677267824,-0.17333356028374622
2023-01-24,16,Stock_4,Uptrend,-0.00648747604458704,0.029842937666881397,-0.03817517712699315,0.008325450802718681,0.4908852062765653
2023-01-24,16,Stock_5,Uptrend,-0.007589257428459827,0.036558031380408876,-0.047320208217725715,0.013528370862833183,-0.04228473988564393
2023-01-24,16,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-25,17,Stock_1,Uptrend,-0.003939117494515244,-0.005731083909352949,-0.006427219384961245,0.010628378376876269,0.6193031343490163
2023-01-25,17,Stock_2,Uptrend,-0.0014045616428082289,0.0034271852957602836,0.016343648882746316,0.014265653455886894,0.06409720489500495
2023-01-25,17,Stock_3,Uptrend,0.010190346339194661,0.0027576032970613312,0.013819879476554407,0.01415272192313058,-0.21144051581426387
2023-01-25,17,Stock_4,Uptrend,0.004118037807225784,-0.016592101773178512,0.012206987621039176,0.0066071316691815865,0.3647950492090537
2023-01-25,17,Stock_5,Uptrend,0.011729578922242388,-0.002971917121245296,0.0071316356865191305,0.010762487400045035,0.02648022411716769
2023-01-25,17,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-26,18,Stock_1,Uptrend,0.005200017365444154,-0.009435875425713053,0.0010218116765658867,0.0077897367738620745,0.5269501336735131
2023-01-26,18,Stock_2,Uptrend,0.0038601114881506512,0.0017880524282009324,-0.004941581377663072,0.007905234571147148,0.09450387319434045
2023-01-26,18,Stock_3,Uptrend,-0.0002893657350531882,0.005936561525728293,-0.01104558293214144,0.011631642421749888,-0.25217726631322457
2023-01-26,18,Stock_4,Uptrend,0.019061531359701477,0.002543459012192142,-0.0037245218522368364,0.012768823798732312,0.4969317794730086
2023-01-26,18,Stock_5,Uptrend,0.008343508750361401,0.01288158207107127,-0.0182601820385216,0.012546960634680247,-0.08873818834245598
2023-01-26,18,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-27,19,Stock_1,Uptrend,0.0009036047318326757,-0.015541203535242302,0.0004983931151929123,0.009425396123534874,0.6379337553515357
2023-01-27,19,Stock_2,Uptrend,0.005959411938304793,0.00454480096473588,-0.004293662626057004,0.005349872390184569,0.24495945463241459
2023-01-27,19,Stock_3,Uptrend,-0.0010679141900975407,0.005716020186737738,0.0035472077341226795,0.009936903434403954,-0.24248801396645597
2023-01-27,19,Stock_4,Uptrend,0.00025340965443113646,0.020149807600454775,-0.022248293382217524,0.010122418402761284,0.41047680075980464
2023-01-27,19,Stock_5,Uptrend,-0.0006942957300905481,0.017895773643434823,-0.0035875602691316007,0.007649798958777711,0.019390783996755673
2023-01-27,19,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-30,20,Stock_1,Uptrend,-0.005272800791854257,-0.004523991011115519,0.00020985655377150198,0.009493620957046237,0.692074058843716
2023-01-30,20,Stock_2,Uptrend,-0.011819839306396122,-0.00856376590062829,-0.004582958929565905,0.00895883329480739,0.15277821285158505
2023-01-30,20,Stock_3,Uptrend,-0.010336839576414913,-0.02584977241708994,-0.008453748586069242,0.011920816015538125,-0.1389052616399428
2023-01-30,20,Stock_4,Uptrend,-0.0037983022754240784,-0.0051909309799751885,0.0019203139475312994,0.011189149579239223,0.3928242571420356
2023-01-30,20,Stock_5,Uptrend,0.001860805634906617,-0.010958901810664437,-0.0005752450964470739,0.010374431601846415,-0.07163269167260061
2023-01-30,20,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-01-31,21,Stock_1,Uptrend,0.00730177889370168,-0.015616622900229563,0.0027631173816168395,0.011427078227124871,0.6450848490707117
2023-01-31,21,Stock_2,Uptrend,-0.0012265366390598817,-0.004786277345005075,0.01339753892257083,0.012040666324985325,0.038791786596999084
2023-01-31,21,Stock_3,Uptrend,-0.018418575876119732,0.005298119968270186,0.004777186796428634,0.009184561176804992,-0.127413531202604
2023-01-31,21,Stock_4,Uptrend,-0.012002983503852161,0.0006282022031671099,0.003927231355156555,0.011825293441887921,0.3695418997600911
2023-01-31,21,Stock_5,Uptrend,-0.01566587334763908,0.01368291438280872,0.004583677775203977,0.012900419061824087,-0.10376592649674218
2023-01-31,21,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-01,22,Stock_1,Uptrend,-0.008235807919941,0.008126078634137043,-0.0007380931284746688,0.008795212284932755,0.5684593306875597
2023-02-01,22,Stock_2,Uptrend,0.0019095416913844261,0.01200406631474018,0.00832058737374267,0.004596060650211565,0.11832747083163943
2023-02-01,22,Stock_3,Uptrend,-0.006796172498821649,0.002679042236205246,0.01970314099923845,0.012284098634092544,-0.2750757787471126
2023-02-01,22,Stock_4,Uptrend,0.006704213604234511,-0.012114940810140227,0.018063973740620135,0.01213320113509369,0.48069261792459317
2023-02-01,22,Stock_5,Uptrend,-0.018364867352553455,0.0025478946531115737,0.021156714045958903,0.011505041030212783,-0.05583846195412956
2023-02-01,22,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-02,23,Stock_1,Uptrend,0.008079070435360262,-0.006103845065682038,0.012011818023985927,0.014842013915100278,0.6294155024758467
2023-02-02,23,Stock_2,Uptrend,-0.0009366991400717346,-0.0024266581759609974,-0.0032211983004079466,0.0094384161134325,0.13900013212046058
2023-02-02,23,Stock_3,Uptrend,0.02307079971510276,-0.003046591853149681,0.0037107751726887573,0.013126346256872498,-0.14914556818089056
2023-02-02,23,Stock_4,Uptrend,0.01990106075759756,-0.003817293001962192,-0.004281178727117951,0.01142246461356572,0.3024052037048899
2023-02-02,23,Stock_5,Uptrend,0.028167588272743724,-0.018800934123769816,0.016354509872204454,0.011967487939893957,-0.01957578842277206
2023-02-02,23,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-03,24,Stock_1,Uptrend,-0.004673021535239042,0.0019494540399376068,-0.00906322858983926,0.011503602263053773,0.43182859543709307
2023-02-03,24,Stock_2,Uptrend,0.007350109371816516,0.011432129599549869,0.0071657438303262344,0.012866018010258906,0.15363738343877362
2023-02-03,24,Stock_3,Uptrend,0.011720255140875971,0.011951913617391209,-0.025307548151867632,0.008472467644546924,-0.10404554084677753
2023-02-03,24,Stock_4,Uptrend,0.017175157579332655,0.01724955486724309,-0.02003775608582156,0.007228679676300855,0.2092737633794001
2023-02-03,24,Stock_5,Uptrend,0.02150110413098261,0.024678749653962634,-0.02752647060788502,0.011317783917524487,-0.1176252885773131
2023-02-03,24,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-06,25,Stock_1,Uptrend,0.0012777944260901873,0.006917098532487811,-0.0006033364765799191,0.005740928987366963,0.5065481872579456
2023-02-06,25,Stock_2,Uptrend,0.0019280928285608137,0.002454096662011462,-0.018692460519932876,0.009199059805050182,0.18012714415868802
2023-02-06,25,Stock_3,Uptrend,0.004600697746460269,0.004251889095059825,-0.004174112523523274,0.006261333742161169,-0.23622445101677028
2023-02-06,25,Stock_4,Uptrend,0.00642026734642945,0.020032774620381798,-0.027892857793902673,0.012345456433863113,0.3398894646525148
2023-02-06,25,Stock_5,Uptrend,-0.00837452042398247,0.009645783750223185,-0.029409819614493828,0.008622721315290748,0.022781246985455972
2023-02-06,25,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-07,26,Stock_1,Uptrend,-0.0037840331095236523,0.008136450020968388,-0.0066721737212031154,0.009966676580469465,0.5948965752590942
2023-02-07,26,Stock_2,Uptrend,-0.00799514078901076,0.0017207267358310538,-0.002452789025854882,0.010863683519644653,0.3459974729119387
2023-02-07,26,Stock_3,Uptrend,-0.006634268518602371,-0.002580831929591435,-0.008256697317046625,0.011024389843735709,-0.20083132092493491
2023-02-07,26,Stock_4,Uptrend,0.017646844657966364,0.01231225974805479,-0.00370859943907247,0.012975704243866043,0.4486769051905868
2023-02-07,26,Stock_5,Uptrend,-0.01782497686279315,0.004563614097957266,0.009453082844191014,0.008278464553458955,-0.12813595752756043
2023-02-07,26,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-08,27,Stock_1,Uptrend,0.008246061078354728,-0.0037785271748883046,-0.0005124846576904235,0.008644664068724037,0.504846031909765
2023-02-08,27,Stock_2,Uptrend,0.015597365005408622,-0.0013634657954676851,0.018323746796863397,0.010511140598278727,0.09765204821368967
2023-02-08,27,Stock_3,Uptrend,0.014214585631206146,-0.009962541640680257,0.02033002879672515,0.007437276602147724,-0.31110269768430554
2023-02-08,27,Stock_4,Uptrend,0.019245812419393736,-0.007226761695542585,-0.025703405203988283,0.010725414885106711,0.40419962347443356
2023-02-08,27,Stock_5,Uptrend,0.014202137478286168,-0.02358544761246404,0.01881568068854161,0.008407622161773818,-0.11843205535645206
2023-02-08,27,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-09,28,Stock_1,Uptrend,0.020216640908590964,0.0022746884643678193,-0.001618427382692321,0.012307458772204724,0.5571504310006997
2023-02-09,28,Stock_2,Uptrend,0.02906226151205393,0.010765413352201537,-0.008201659851369733,0.008542430662958709,0.05664856336060062
2023-02-09,28,Stock_3,Uptrend,0.023882976500708666,0.020999650418428682,-0.019508647952862085,0.01269422131465831,-0.03403646577305387
2023-02-09,28,Stock_4,Uptrend,0.02602753532202616,0.01391745185369615,-0.01648371042960276,0.011903923475834648,0.273358159825152
2023-02-09,28,Stock_5,Uptrend,0.032321803529907274,0.0036308829518507954,-0.013972209945039104,0.009279362217295816,-0.06402956258781942
2023-02-09,28,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-10,29,Stock_1,Uptrend,0.023188342677969542,0.01797139257030053,-0.019886743248758117,0.01036160686153462,0.6032602685525
2023-02-10,29,Stock_2,Uptrend,0.027778498662423868,0.009932789130298453,-0.03258836897773115,0.010050076378781105,0.25334713531221154
2023-02-10,29,Stock_3,Uptrend,0.03421411928450603,0.03300332471911293,-0.023540501459046227,0.010805473561190245,-0.13855117931813787
2023-02-10,29,Stock_4,Uptrend,0.0198952191878062,0.003997105639872114,-0.021693967339045498,0.010168442118944026,0.35307479469712244
2023-02-10,29,Stock_5,Uptrend,0.020013670936181595,0.018861141186953576,-0.02335129254215338,0.008566308151840585,-0.05783936365706747
2023-02-10,29,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-13,30,Stock_1,Uptrend,0.01154416849275687,0.014986719023408701,-0.018061259727530837,0.009739302576816967,0.7380866138216999
2023-02-13,30,Stock_2,Uptrend,0.014936333935721541,0.010906405133897477,-0.029064156904681112,0.010175307930032733,0.13928918524607964
2023-02-13,30,Stock_3,Uptrend,0.012676667921627112,0.02792786896216295,-0.03405739231604283,0.011850895045413087,-0.032654288933618214
2023-02-13,30,Stock_4,Uptrend,-0.005321438620684987,0.005896530755146242,-0.030522595890856596,0.008747518330150153,0.21041169128688522
2023-02-13,30,Stock_5,Uptrend,0.009203515165125513,-0.004656387863574139,-0.0220737441567184,0.009569096862005211,-0.06291949069637241
2023-02-13,30,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-14,31,Stock_1,Uptrend,0.017758225280235018,-0.0036784123080677985,-0.008175368155505375,0.010041962593079289,0.5410041639428514
2023-02-14,31,Stock_2,Uptrend,0.028548913839964607,0.014072362059667427,-0.019954913103198,0.011716602113697407,0.15468066887787713
2023-02-14,31,Stock_3,Uptrend,0.02097739603961504,0.0033121577623964685,-0.018931478069488042,0.0118232851803768,-0.12077284826878473
2023-02-14,31,Stock_4,Uptrend,0.016304693281579116,0.0034853734177963686,0.011944582791043351,0.01232512916506236,0.24446099336610316
2023-02-14,31,Stock_5,Uptrend,0.005469958859228402,0.003646141251596515,-0.005703063144901009,0.0093649882449963,-0.22744750046814793
2023-02-14,31,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-15,32,Stock_1,Uptrend,0.015269948010306275,0.0035021821801206852,-0.013143609355637218,0.010716344228521506,0.6045310777407376
2023-02-15,32,Stock_2,Uptrend,0.010551325158186152,0.020846577358110643,-0.0248098549794174,0.010970328252368313,0.24158496016570064
2023-02-15,32,Stock_3,Uptrend,0.010294713211363694,0.02323042560726854,-0.02706445654987153,0.010484930272579695,-0.19064773272242733
2023-02-15,32,Stock_4,Uptrend,0.009432163593509162,0.013916429108431064,-0.008397719936615235,0.008552249056880344,0.29001582986452457
2023-02-15,32,Stock_5,Uptrend,0.012155508758260781,0.0025097927201922386,-0.00044389448478610646,0.011321747275007957,-0.11898726217270202
2023-02-15,32,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-16,33,Stock_1,Uptrend,0.011521203939762584,0.005002179106314351,-0.01575383509832919,0.0071336987753923865,0.5555295956985288
2023-02-16,33,Stock_2,Uptrend,0.012938841739427703,0.003205984068713894,-0.0006891543662024668,0.00925531062481498,0.08864417044838425
2023-02-16,33,Stock_3,Uptrend,0.012433724314536314,0.016152142806669913,-0.002740011343661167,0.009182359708428406,-0.23724825818967055
2023-02-16,33,Stock_4,Uptrend,0.030280248435371963,0.003924132478976501,-0.0014312271115638833,0.010019171421651252,0.40870645604181943
2023-02-16,33,Stock_5,Uptrend,0.019128635662238193,-0.0006168121569881807,-0.01615150627721271,0.011849661688304834,-0.016895021568374767
2023-02-16,33,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-17,34,Stock_1,Uptrend,0.0022404927069820894,0.01521425798989864,0.0025756611702325346,0.009615926844039438,0.6253334631220179
2023-02-17,34,Stock_2,Uptrend,0.011614758158144873,0.014298938019635686,-0.008486576779828475,0.011466995529766835,0.10088798867740362
2023-02-17,34,Stock_3,Uptrend,0.026791037447990454,0.003194402238023788,-0.012997825170726635,0.012204410799696822,-0.24617770969135763
2023-02-17,34,Stock_4,Uptrend,0.014891387058732658,0.018775607672179895,-0.029162376406785553,0.014928752273128766,0.4300345826648798
2023-02-17,34,Stock_5,Uptrend,0.024167928330122646,0.01497761937038021,-0.016529348598629916,0.013056768735401082,0.04881325278042174
2023-02-17,34,Cash,Uptrend,0.00035,0.0,0.0,0.0005,0.0
2023-02-20,35,Stock_1,Reversal,0.019727802472992186,-0.01237985732797126,-0.0019407793967741263,0.015769515281969973,0.5320702748955403
2023-02-20,35,Stock_2,Reversal,0.0240028217755948,-0.012206704999822376,-0.008398625877298834,0.014911960353251872,0.24961144727502102
2023-02-20,35,Stock_3,Reversal,0.029298417563559925,0.013937343221646145,-0.02747815237769472,0.011834561814104447,-0.11985295415980365
2023-02-20,35,Stock_4,Reversal,0.02771200167124515,0.008746430222213605,-0.017809783410286387,0.01332922729334262,0.39222141207820804
2023-02-20,35,Stock_5,Reversal,0.006751200902341249,0.025334593664219175,-0.030722057357455333,0.011797307555206821,-0.1258172454362746
2023-02-20,35,Cash,Reversal,0.00035,0.0,0.0,0.0005,0.0
2023-02-21,36,Stock_1,Reversal,0.006667070389073721,0.02270867335959839,-0.021021583789640242,0.01512925336821306,0.6435158325995605
2023-02-21,36,Stock_2,Reversal,-0.015649259852526878,0.017385747840720545,-0.02538580056981022,0.01026826596025208,0.06512816070973279
