panel,key1,key2,dlr_ratio_mean,dlr_ratio_ci_low,dlr_ratio_ci_high,online_dlr_mean,frozen_dlr_mean,seeds
optimizer,0.02,0.06,0.8214497983100257,0.7020600935389919,0.9491259276620526,2.430199993965909,2.9908423559343307,4
optimizer,0.03,0.01,0.3141242605738139,0.2105330460902634,0.4602711365621471,8.287641341083527,27.212434414702862,4
optimizer,0.03,0.015,0.4706249985841739,0.39187047566594957,0.5496694710356631,12.778786759254778,27.276663970355067,4
optimizer,0.03,0.02,0.5076116463942275,0.3833200727281789,0.6319032200602761,10.381471478172992,21.094371278523468,4
optimizer,0.03,0.03,0.49832055850542617,0.4046428709334538,0.5919982460773985,6.263465263822033,12.713380916502823,4
optimizer,0.03,0.04,0.7035903309764486,0.48426052436847433,0.922920137584423,4.31411445411149,6.739912374234273,4
optimizer,0.03,0.05,0.584756177859591,0.5142808865948105,0.6552314691243715,2.6909679307862207,4.643466223981887,4
optimizer,0.03,0.06,0.676703535824978,0.5535348632749788,0.8401834658696212,2.0451328694849895,3.1002022164992713,4
optimizer,0.04,0.015,0.3854650907554711,0.3178764973551367,0.4991345727406259,10.755447887989762,28.289196271745443,4
optimizer,0.04,0.02,0.41331734545551624,0.3496413723668176,0.4769933185442149,9.65689135028901,23.540567664747797,4
optimizer,0.04,0.03,0.4944553242873633,0.46413701064513935,0.5432281578166475,6.075135615019054,12.406546022581109,4
optimizer,0.04,0.04,0.47525083647407523,0.39089695113352263,0.5596047218146278,3.5829039990816365,7.616916526405871,4
optimizer,0.04,0.05,0.5492130411599363,0.4489800368148447,0.6177638872682232,2.6941194341332007,4.9879308018631665,4
optimizer,0.04,0.06,0.6445811531339222,0.5329362638280173,0.756226042439827,1.8623955877196061,2.9521856629928473,4
optimizer,0.05,0.02,0.38734942677473616,0.29045687540643716,0.48424197814303516,9.07506481268629,23.908601402689097,4
optimizer,0.05,0.03,0.5159763399057584,0.442227449678369,0.5897252301331479,1.8865295292601705,3.694768756215252,4
optimizer,0.05,0.04,0.34068510759350656,0.2291151426360406,0.47416749809573766,2.8511817823914467,8.80644991342583,4
optimizer,0.05,0.05,0.6848139447880373,0.5501821426163024,0.8242633641413302,0.8158734987699177,1.2356234060221154,4
optimizer,0.05,0.06,0.5809539948762302,0.49620021485100707,0.6657077749014533,1.890902133082302,3.2695320336010427,4
optimizer,0.06,0.02,0.2554874559998966,0.20536549915555619,0.3056094128442369,6.604579409012547,25.893531827892957,4
optimizer,0.06,0.03,0.34967474984993435,0.2845184516814321,0.4148310480184366,4.980237813838947,14.461842109968737,4
optimizer,0.06,0.04,0.4226979384061865,0.3284300287988625,0.5169658480135105,3.113688122228403,7.526234701013748,4
optimizer,0.06,0.05,0.4550898857598043,0.3093773584671233,0.637431742160421,2.233653401085554,5.426750545125332,4
optimizer,0.06,0.06,0.47341395903250205,0.3893891003302356,0.5574388177347687,1.5915048206222275,3.3966682882780406,4
optimizer,0.08,0.03,0.4054901744672942,0.2635092572396096,0.6022920138859208,1.3088204017209017,3.4164286211597643,4
optimizer,0.08,0.04,0.3331060160447274,0.26905291743153753,0.39715911465791714,2.8166796264918865,8.61641607904818,4
optimizer,0.08,0.05,0.45757884842412183,0.3322195917245602,0.6209098357002789,0.5501332149423369,1.2672704168724103,4
optimizer,0.08,0.06,0.48553560311661614,0.45450190687821745,0.5358940880446477,1.5378871582522144,3.199714645079297,4
optimizer,0.1,0.04,0.2880737700776226,0.20734188286527025,0.36880565728997494,2.67486991374991,9.42440863412782,4
optimizer,0.1,0.05,0.33200751944011575,0.26825837218173954,0.3957566666984921,1.8026749609548411,5.535410580910231,4
optimizer,0.1,0.06,0.44995674245754874,0.3424010363690499,0.5465625701799609,1.2702213035354326,3.024390453215535,4
optimizer,0.12,0.04,0.1908979295044524,0.16150816163615614,0.22028769737274864,1.9719169860712409,10.405145273585223,4
optimizer,0.12,0.05,0.2392391347110404,0.17793298274907346,0.2752631802167635,1.3354793865714498,5.6121552550215315,4
optimizer,0.12,0.06,0.33192956205446206,0.26825837218173704,0.39560075192718713,1.2518576117741933,3.844768646130731,4
reference,0.0,0.0,0.7157113040103544,0.5735928270385479,0.929114741168559,1.3546593300179246,1.961211547318549,4
reference,0.0,0.05,0.7017548061975478,0.5981122474248493,0.8053973649702464,1.6151257102363796,2.3259713670488456,4
reference,0.0,0.1,0.7614610770319632,0.6529638731147147,0.8573278251684957,1.5273094665083184,2.023336570280539,4
reference,0.0,0.15,0.7398010381946,0.563797287177513,0.920072817045066,1.4052193888407105,1.997702117825006,4
reference,0.0,0.2,0.8159969288156591,0.7011518655642682,0.9175859630292044,1.6321002597466097,2.068678060101786,4
reference,0.0,0.25,0.8542369424271221,0.7789938669121225,0.9277223257766527,1.699177049992529,2.0135267338941887,4
reference,0.0,0.3,0.7864060198011532,0.6569581270840912,0.9142964569593368,1.5682009903075427,1.941706793344178,4
reference,0.0,0.35,0.8877367799795151,0.6323603112565707,1.0750469164089924,1.5489275486420575,1.9096186553592696,4
reference,0.0,0.4,0.647634513126285,0.45381228139007296,0.7802602601351413,1.417414645170989,2.2905411786788568,4
reference,0.05,0.0,0.7656665229119511,0.6782394473035027,0.8530935985203996,1.183685925374159,1.5616443627419647,4
reference,0.05,0.05,0.7740183285226704,0.6993495469474469,0.8621656570189364,0.8853779622519112,1.1478227252023172,4
reference,0.05,0.1,0.8813227980202623,0.8084006314938367,1.0065212950712743,0.8523351401941496,0.9763446257281111,4
reference,0.05,0.15,0.8769074856831103,0.6816538418961121,1.0648723964145452,0.7159119142742285,0.8381437910704992,4
reference,0.05,0.2,0.9604206156810355,0.9111817016835202,1.0261019442722707,0.8085763680804843,0.8419558157575489,4
reference,0.05,0.25,1.0896125500084846,0.8620182758940621,1.4406100925257672,0.7294353330853262,0.6828953813480111,4
reference,0.05,0.3,1.054375928229889,0.9464688426461607,1.1622830138136173,0.6728566998900392,0.6361125629476121,4
reference,0.05,0.35,0.9360753412401361,0.8359570903370832,1.036193592143189,0.6024680751315319,0.6498200732220487,4
reference,0.05,0.4,1.4028132565821139,1.224414219749011,1.5520627649756957,0.7824097169372087,0.5524314546398505,4
reference,0.1,0.0,0.43825289552467506,0.29737985261801725,0.566777929185178,0.6836652659861445,1.6554409699955521,4
reference,0.1,0.05,0.7656243791330306,0.508176997707968,1.0932517080426363,0.7738347770618882,1.1009137845863313,4
reference,0.1,0.1,0.7533013417640315,0.6923565454722425,0.8142461380558206,0.6688173389691762,0.8916310448039368,4
reference,0.1,0.15,0.9687058248075956,0.726842583794693,1.2105690658204982,0.5480499879679444,0.602605897413693,4
reference,0.1,0.2,0.7866952080361735,0.7270924369163768,0.8335568944434033,0.5363328372859902,0.6808356325620747,4
reference,0.1,0.25,0.9705596879734477,0.8872775716747161,1.0538418042721793,0.5052957644329428,0.5229055609961342,4
reference,0.1,0.3,0.9217749857681757,0.8043238768114984,1.0620234137695463,0.431739224595235,0.4663988206544999,4
reference,0.1,0.35,1.0087371676092294,0.8805135187689046,1.1016716031939526,0.41473792996468173,0.4113629047570883,4
reference,0.1,0.4,0.9554896574751126,0.8011529413878412,1.0862922755100275,0.3420806091056804,0.3705631110093171,4
reference,0.15,0.0,0.3954913029107558,0.2394452835133076,0.6283025971788212,0.7674635795085168,2.198888389129399,4
reference,0.15,0.05,0.50415550659226,0.37144629985135863,0.6395190563041515,0.9474445966063724,2.3400786678732635,4
reference,0.15,0.1,0.5043704601527029,0.39363963126266954,0.6708201658787818,1.4264908936462066,3.208068656024582,4
reference,0.15,0.15,0.44584815638218145,0.29817450202122214,0.5551528077242913,1.3242099397563234,3.1332342500438606,4
reference,0.15,0.2,0.5422281075492068,0.4605433412525791,0.6239128738458345,1.445915898129539,2.672584038006259,4
reference,0.15,0.25,0.5428784301926365,0.4272504294431488,0.6555450289298166,1.2652127914301516,2.3569196327752575,4
reference,0.15,0.3,0.6140087041699273,0.47342139086546753,0.7545960174743871,1.1210665717091526,1.887411749782236,4
reference,0.15,0.35,0.7159066561571057,0.5806311551113381,0.8809336839024768,1.1932053281924935,1.7071590294120562,4
reference,0.15,0.4,0.7353453264030521,0.5639222209872738,0.9067684318188305,1.0522210684904902,1.4665460788478875,4
reference,0.2,0.0,0.2939174058869574,0.2645034935155563,0.34223611565359713,0.6202442578745199,2.1124438064897166,4
reference,0.2,0.05,0.45757884842412183,0.3322195917245602,0.6209098357002789,0.5501332149423369,1.2672704168724103,4
reference,0.2,0.1,0.7424557100698028,0.5241019302235324,0.8614737507009309,0.484808831415129,0.686425644031949,4
reference,0.2,0.15,0.5637696836845543,0.5171351724877441,0.588599631282564,1.511264026135127,2.6932719340652147,4
reference,0.2,0.2,0.6897997765438719,0.6051560606021195,0.7880990434307615,0.31766456308270835,0.471778789693584,4
reference,0.2,0.25,0.5533462688117747,0.4781749347455335,0.624042756656163,1.1660607540110035,2.099737591242661,4
reference,0.2,0.3,0.6694297529354322,0.511385836193967,0.7885803795787931,1.135107323714878,1.7220895091328807,4
reference,0.2,0.35,0.7065846155881266,0.6379458645014745,0.7735986705537863,1.016304671495448,1.4404561696800857,4
reference,0.2,0.4,1.0740533830250876,0.9298937800604405,1.165644792046753,0.1742377976291573,0.1647590914933639,4
reference,0.25,0.0,0.39952411591633297,0.35630154853245666,0.4427466833002093,2.8197409522712737,7.094386368630307,4
reference,0.25,0.05,0.4568974535085898,0.35564258649381764,0.5581523205233619,1.997032169529164,4.419541283519112,4
reference,0.25,0.1,0.45870896349744483,0.3602580917130478,0.5142110844025868,1.714289800564949,3.7852975630169308,4
reference,0.25,0.15,0.5128275497471442,0.3843750972802936,0.6778811942529589,1.3895188357176114,2.818243582076631,4
reference,0.25,0.2,0.5915933467325332,0.40431994198444554,0.7788667514806207,1.2883885799852761,2.196454845452915,4
reference,0.25,0.25,0.6088362818373083,0.501451298136204,0.690875287523655,1.1667157185046315,1.9336298006315151,4
reference,0.25,0.3,0.6205387749638502,0.5513486805164336,0.6897288694112669,0.9914237319463549,1.594813879598078,4
reference,0.25,0.35,0.8284903942954688,0.6493659838869966,1.0286590983249342,0.9963056651865035,1.2268598923252325,4
reference,0.25,0.4,0.774609406038983,0.6167967857360968,0.9324220263418692,0.8429975849196331,1.1271902065077484,4
reference,0.3,0.0,0.2646473860704622,0.19783174792763666,0.3230963978349176,1.9923834633230424,7.709056293329807,4
reference,0.3,0.05,0.2859893375161334,0.23855617753002006,0.3377426292609149,1.4618312837572467,5.155876142472569,4
reference,0.3,0.1,0.441390283160141,0.4024345047482717,0.4751533054600978,1.3791944902729607,3.140407980950137,4
reference,0.3,0.15,0.513479765374673,0.4712178033961372,0.5736570888027834,1.4261924223044047,2.7585874236827967,4
reference,0.3,0.2,0.5414517394068317,0.39397537158124407,0.688928107232419,1.2333696919948798,2.334902700565153,4
reference,0.3,0.25,0.5874772293148465,0.45528057203598493,0.7226444482429327,0.9462935002934172,1.6410098423830726,4
reference,0.3,0.3,0.7079156289941491,0.574979687423891,0.8408515705644071,0.9729479285468138,1.4051960159869892,4
reference,0.3,0.35,0.7636135823712623,0.6997015085897987,0.8104185520317841,0.8921065211658865,1.1778871435676104,4
reference,0.3,0.4,0.7375622065930035,0.48282051862028164,1.1195825684166374,0.6079622075706048,0.9435598910203181,4
reference,0.35,0.0,0.31970185351160607,0.2677580433754978,0.37164566364771423,2.18873654891302,6.830081151871489,4
reference,0.35,0.05,0.3213800521361831,0.23740174832113262,0.4405512622213533,1.6997258726711881,5.439252945729498,4
reference,0.35,0.1,0.5497732236464219,0.365860548010626,0.7698263128429141,1.5058713539762576,2.9034838571581574,4
reference,0.35,0.15,0.45794026804160154,0.43950967059216145,0.4748779132830926,1.3774368562782544,3.007934089214522,4
reference,0.35,0.2,0.5432407272396442,0.4561034410725717,0.6263819680714487,1.1420799338204706,2.116744401931058,4
reference,0.35,0.25,0.5989910219322411,0.5347948801953493,0.6631871636691329,0.8501706347242954,1.4215838523304676,4
reference,0.35,0.3,0.49342237213499107,0.3138319269051999,0.6956401154610591,0.6633897788328187,1.357480267561178,4
reference,0.35,0.35,0.8585905174545578,0.7146910905452191,1.0001522281440542,0.8838879405104807,1.0425431660095905,4
reference,0.35,0.4,0.8489200557168366,0.6992956533142044,1.051879719042865,0.6474757237294044,0.7750349322718648,4
reference,0.4,0.0,0.27913632348765555,0.1931379164709438,0.3651347305043673,0.7190996079476136,2.68766959482826,4
reference,0.4,0.05,0.6032010072734902,0.4100309527084425,0.8440156875187335,0.7436103944386022,1.3279252933542431,4
reference,0.4,0.1,0.6013260325783992,0.539718560766503,0.6909669436736454,0.4271374844765835,0.7073726088442731,4
reference,0.4,0.15,0.39819071347367474,0.22508758626047193,0.6137120200850983,1.0031143281455048,2.7216748509949586,4
reference,0.4,0.2,0.8465037415424654,0.564158494179949,1.137532681784182,0.2053594070576818,0.25295789066225816,4
reference,0.4,0.25,0.8590381737774508,0.7083937560533007,1.1230834837394197,1.040331347597372,1.304762494574299,4
reference,0.4,0.3,0.454929564854508,0.38392387465867334,0.5259352550503427,0.5781736299180977,1.2849185316346055,4
reference,0.4,0.35,0.5705120817248456,0.45785437597078604,0.6764309651989087,0.5704059985385084,1.016824706900382,4
reference,0.4,0.4,0.8856670153372401,0.6484850046587556,1.205022342129137,0.0582253674943951,0.06752889362924892,4
